cf01_seed_id,canonical_search_key,source_origins,citation,title,year,doi,species,existing_egwee_programmes,identity_provenance,bibliographic_resolution_status,backward_citation_status,forward_citation_status,citation_expansion_cutoff,screening_status,outcome_opened
CF01S0133,SF06:SF06P029,SF06:SF06P029,Brzosko et al. (2017) Acta Agrobotanica 70.1,,2017,,Cypripedium_calceolus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0134,SF06:SF06P030,SF06:SF06P030,Burgess et al. (2006) New Zealand Journal of Ecology 179- 190,,2006,,Peraxilla_tetrapetala,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0135,SF06:SF06P031,SF06:SF06P031,Burgos et al. (2008) Forest Ecology and Management 255:1226- 1233,,2008,,Nothofagus_glauca,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0136,SF06:SF06P032,SF06:SF06P032,Butcher et al. (2005) Conservation Genetics 6:213- 226,,2005,,Eucalyptus_benthamii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0137,SF06:SF06P033,SF06:SF06P033,Butcher et al. (2011) Conservation Genetics 12:1603- 1618,,2011,,Tetratheca_paynterae,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0138,SF06:SF06P034,SF06:SF06P034,Byers (2020) Plant Biology 22:137- 145,,2020,,Lobelia_fenestralis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0139,SF06:SF06P035,SF06:SF06P035,Byrne et al. (2007) Molecular Ecology 16:1303- 1314,,2007,,Melaleuca_quadrifida,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0140,SF06:SF06P036,SF06:SF06P036,Byrne et al. (2008) Conservation Genetics 9:97- 105,,2008,,Eucalyptus_wandoo,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0141,SF06:SF06P037,SF06:SF06P037,Capó et al. (2021) Plant Biology 23:121- 129,,2021,,Orchis_palustris_subsp._robusta,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0142,SF06:SF06P038,SF06:SF06P038,Cascante et al. (2002) Conservation Biology 16:137- 147,,2002,,Samanea_saman,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0143,SF06:SF06P039,SF06:SF06P039,Chanyenga et al. (2011) Journal of Tropical Ecology 27:515- 520,,2011,,Widdringtonia_whytei,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0144,SF06:SF06P040,SF06:SF06P040,Chen & Zuo (2019) Frontiers in Plant Science 10:327,,2019,,Haloxylon_ammodendron,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0145,SF06:SF06P041,SF06:SF06P041,Chen et al. (2019) Science of the Total Environment 654:1056- 1063,,2019,,Caragana_korshinskii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0146,SF06:SF06P042,SF06:SF06P042,Chiapero et al. (2021) Forest Ecology and Management 492:119215,,2021,,Lithraea_molleoides,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0147,SF06:SF06P043,SF06:SF06P043,Coates et al. (2007) Australian Journal of Botany 55:239- 249,,2007,,Eucalyptus_rameliana; Lambertia_orbifolia; Verticordia_fimbrilepis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0148,SF06:SF06P044,SF06:SF06P044,Collevati et al. (2001) Heredity 86:60- 67,,2001,,Caryocar_brasiliense,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0149,SF06:SF06P045,SF06:SF06P045,Colling & Matthies (2004) Oikos 105:71- 78,,2004,,Scorzonera_humilis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0150,SF06:SF06P046,SF06:SF06P046,Coombs et al. (2009) Austral Ecology 34:688- 697,,2009,,Gomphocarpus_physocarpus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0151,SF06:SF06P047,SF06:SF06P047,Costin et al. (2001) Biol Conserv 98:273- 284,,2001,,Leucochrysum_albicans,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0152,SF06:SF06P048,SF06:SF06P048,Craft & Ashley (2010) American Journal of Botany 97:1999- 2006,,2010,,Quercus_macrocarpa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0153,SF06:SF06P049,SF06:SF06P049;PRIMARY:PS001,Cristobal-Pérez et al. (2021) Biological Conservation 256:109007,"Habitat fragmentation negatively affects effective gene flow via pollen, and male and female fitness in the dioecious tree, Spondias purpurea (Anacardiaceae)",2021,10.1016/j.biocon.2021.109007,Spondias_purpurea; Spondias purpurea,ML003,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0154,SF06:SF06P050,SF06:SF06P050,Cuevas et al. (2017) Botanical Sciences 95: 401- 408,,2017,,Fuchsia_parviflora,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0155,SF06:SF06P051,SF06:SF06P051,Cunningham (2000) Conserv Biol 14:758- 768,,2000,,Eremophila_glabra; Senna_artemisioides,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0156,SF06:SF06P052,SF06:SF06P052,Cunningham (2000) Conservation Biology 14:758- 768,,2000,,Dianella_revoluta,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0157,SF06:SF06P053,SF06:SF06P053,Cunningham (2000) Proc R Soc B: Biol Sci 267:1149- 1152,,2000,,Eremophila_glabra,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0158,SF06:SF06P054,SF06:SF06P054,Cuéllar-Rodríguez et al. (2016) The Journal of the Torrey Botanical Society 144:58- 62,,2016,,Neltuma_laevigate,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0159,SF06:SF06P055,SF06:SF06P055,da Silva Elias et al. (2012) Journal of Tropical Ecology 28:317- 320,,2012,,Cardiopetalum_calophyllum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0160,SF06:SF06P056,SF06:SF06P056,Dahlgaard & Warncke (1995) Nordic Journal of Botany 15:337- 341,,1995,,Saxifraga_hirculus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0161,SF06:SF06P057,SF06:SF06P057,Dainese (2011) Plant Ecology 212:651- 661,,2011,,Dactylis_glomerata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0162,SF06:SF06P058,SF06:SF06P058,Davies et al. (2015) Heredity 115:125- 129,,2015,,Vochysia_ferruginea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0163,SF06:SF06P059,SF06:SF06P059,Dayanandan et al. (1999) Molecular Ecology 8:2585- 1592,,1999,,Carapa_guianensis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0164,SF06:SF06P060,SF06:SF06P060,de Moraes & Sebbenn (2011) Biotropica 43:192- 199,,2011,,Hymenaea_stigonocarpa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0165,SF06:SF06P061,SF06:SF06P061,de Moraes et al. (2007) Scientia Forestalis/Forest Sciences 74:75- 86,,2007,,Hymenaea_stigonocarpa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0166,SF06:SF06P062,SF06:SF06P062;PRIMARY:PS009,Delnevo et al. (2019) Ecology and Evolution 9:11494- 11503,"Fragmentation, floral display, mating system and reproductive function",2019,10.1002/ece3.5653,Conospermum_undulatum; Conospermum undulatum,PS009_CONOSPERMUM,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0167,SF06:SF06P063,SF06:SF06P063,Dick (2001) Proc R Soc Lond Series B: Biol Sci 268:2391- 2396,,2001,,Dinizia_excelsa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0168,SF06:SF06P064,SF06:SF06P064,Donaldson et al. (2002) Conserv Biol 16:1267- 1276,,2002,,Pterygodium_catholicum; Trachyandra_hirsuta,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0169,SF06:SF06P065,SF06:SF06P065,Donaldson et al. (2002) Conservation Biology 16:1267- 1276,,2002,,Cyanella_lutea; Gladiolus_liliaceus; Ornithogalum_thyrsoides,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0170,SF06:SF06P066,SF06:SF06P066,Dostálek et al. (2010) Conservation Genetics 11:773- 783,,2010,,Dracocephalum_austriacum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0171,SF06:SF06P067,SF06:SF06P067,Duffy et al. (2013) Journal of Ecology 101:953- 962,,2013,,Kniphofia_linearifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0172,SF06:SF06P068,SF06:SF06P068,Ehlers (1999) Nordic Journal of Botany 19:653- 663,,1999,,Centaurea_scabiosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0173,SF06:SF06P069,SF06:SF06P069,Ehlers et al. (2002) Plant Systematics and Evolution 236:19- 32,,2002,,Epipactis_helleborine,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0174,SF06:SF06P070,SF06:SF06P070,Ewedje et al. (2017) Conservation Genetics 18:799- 811,,2017,,Pentadesma_butyraceae,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0175,SF06:SF06P071,SF06:SF06P071,Favarin et al. (2022) Flora 296:152165,,2022,,Limonium_narbonense,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0176,SF06:SF06P072,SF06:SF06P072,Feres et al. (2012) Conservation Genetics 13:393- 405,,2012,,Tabebuia_roseoalba,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0177,SF06:SF06P073,SF06:SF06P073,Fernández et al. (2012) Oecologia 170:421- 431,,2012,,Erysimum_popovii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0178,SF06:SF06P074,SF06:SF06P074,Fernández et al. (2015) Basic and Applied Ecology 16:375- 385,,2015,,Erysimum_popovii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0179,SF06:SF06P075,SF06:SF06P075,Fischer & Matthies (1998) American Journal of Botany 85:811- 819,,1998,,Gentianella_germanica,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0180,SF06:SF06P076,SF06:SF06P076,Fritz & Nilsson (1994) Oecologia 100:451- 462,,1994,,Orchis_spitzelii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0181,SF06:SF06P077,SF06:SF06P077,Frye & Neel (2017) Evolutionary Applications 10:551- 562,,2017,,Trifolium_virginicum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0182,SF06:SF06P078,SF06:SF06P078,Gao et al. (2010) Australian Journal of Botany 58:214- 223,,2010,,Craigia_yunnanensis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0183,SF06:SF06P079,SF06:SF06P079,García & Chacoff (2007) Conservation Biology 21:400- 411,,2007,,Crataegus_monogyna,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0184,SF06:SF06P080,SF06:SF06P080,García-Robledo (2010) Restoration Ecology 18:94- 102,,2010,,Xanthosoma_daguense,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0185,SF06:SF06P081,SF06:SF06P081,Gauli et al. (2014) Australian Journal of Botany 61:622- 632,,2014,,Eucalyptus_pauciflora,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0186,SF06:SF06P082,SF06:SF06P082,Ghazoul et al. (1998) Journal of Ecology 86:462- 473,,1998,,Pentacme_siamensis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0187,SF06:SF06P083,SF06:SF06P083,Gigord et al. (1999) Biological Conservation 88:43- 51,,1999,,Dombeya_acutangula,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0188,SF06:SF06P084,SF06:SF06P084,Gonzalez Varo et al. (2010) Journal of Applied Ecology 47:1242- 1252,,2010,,Myrtus_communis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0189,SF06:SF06P085,SF06:SF06P085,González-Robles et al. (2021) Molecular Ecology 30:3408- 3421,,2021,,Ziziphus_lotus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0190,SF06:SF06P086,SF06:SF06P086,González-Varo et al. (2009) Biological Conservation 142:1058- 1065,,2009,,Myrtus_communis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0191,SF06:SF06P087,SF06:SF06P087,Grilli et al. (2013) Forest ecology and management 310:442- 449,,2013,,Euphorbia_acerensis; Euphorbia_dentata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0192,SF06:SF06P088,SF06:SF06P088,Groom (2001) Biol Conserv 100:55- 63,,2001,,Clarkia_concinna,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0193,SF06:SF06P089,SF06:SF06P089,Hadley et al. (2014) Ecology 95:2202- 2212,,2014,,Heliconia_tortuosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0194,SF06:SF06P090,SF06:SF06P090,Hansen & Olesen (1999) Nordic Journal of Botany 19:665- 671,,1999,,Dactylorhiza_majalis; Gymnadenia_conopsea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0195,SF06:SF06P091,SF06:SF06P091,Hauber et al. (2022) South African Journal of Botany 146:48- 57,,2022,,Trichodiadema_strumosum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0196,SF06:SF06P092,SF06:SF06P092,Hendrix & Kyhl (2000) Conservation Biology 14:304- 313,,2000,,Phlox_pilosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0197,SF06:SF06P093,SF06:SF06P093,Hensen & Oberprieler (2005) Conservation Genetics 6:63- 73,,2005,,Dictamnus_albus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0198,SF06:SF06P094,SF06:SF06P094,Hensen et al. (2005) Flora 200:3- 14,,2005,,Pulsatilla_vulgaris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0199,SF06:SF06P095,SF06:SF06P095,Herrerías-Diego et al. (2006) Conservation Biology 20:1111- 1120,,2006,,Ceiba_aesculifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0200,SF06:SF06P096,SF06:SF06P096,Hirayama et al. (2007) Biological Conservation 136:315- 323,,2007,,Magnolia_stellata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0201,SF06:SF06P097,SF06:SF06P097,Hoebee & Young (2001) Heredity 86:489- 496,,2001,,Grevillea_iaspicula,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0202,SF06:SF06P098,SF06:SF06P098,Hornemann et al. (2012) Flora 207:736- 743,,2012,,Muscari_tenuiflorum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0203,SF06:SF06P099,SF06:SF06P099,Ilves et al. (2013) Conservation Genetics 14:661- 669,,2013,,Ligularia_sibirica,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0204,SF06:SF06P100,SF06:SF06P100,Isagi et al. (2007) Sustainability and Diversity of Forest Ecosystems: An Interdisciplinary Approach 382- 389,,2007,,Magnolia_grandiflora,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0205,SF06:SF06P101,SF06:SF06P101,Jacquemyn et al. (2001) Plant Biology 3:561- 568,,2001,,Primula_elatior,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0206,SF06:SF06P102,SF06:SF06P102,Jacquemyn et al. (2002) Oecologia 130:617- 625,,2002,,Primula_elatior,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0207,SF06:SF06P103,SF06:SF06P103,Jacquemyn et al. (2006) Oecologia 147:434- 444,,2006,,Paris_quadrifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0208,SF06:SF06P104,SF06:SF06P104,Jacquemyn et al. (2008) Basic and Applied Ecology 9:392- 400,,2008,,Orchis_mascula,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0209,SF06:SF06P105,SF06:SF06P105,Jacquemyn et al. (2009) Biology Letters 5:495- 498,,2009,,Neottia_ovata; Orchis_purpurea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0210,SF06:SF06P106,SF06:SF06P106,Jennersten (1988) Conservation Biology 2:359- 366,,1988,,Dianthus_deltoides,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0211,SF06:SF06P107,SF06:SF06P107,Jha & Dick (2010) PNAS 107:13760- 13764,,2010,,Miconia_affinis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0212,SF06:SF06P108,SF06:SF06P108,Johnson et al. (2004) Biol Conserv 120:31- 39,,2004,,Oxyanthus_pyriformis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0213,SF06:SF06P109,SF06:SF06P109,Johnson et al. (2004) Biotropica 36:148- 155,,2004,,Gerbera_aurantiaca,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0214,SF06:SF06P110,SF06:SF06P110,Johnson et al. (2009) Biology Letters 5:282- 285,,2009,,Satyrium_longicauda,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0215,SF06:SF06P111,SF06:SF06P111,Jolivet et al. (2012) European Journal of Forest Research 131:1055- 1069,,2012,,Prunus_avium,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0216,SF06:SF06P112,SF06:SF06P112,Jones & Gliddon (1999) Plant Ecology 141:151- 161,,1999,,Lloydia_serotina,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0217,SF06:SF06P113,SF06:SF06P113,Jules & Rathcke (1999) Conserv Biol 13:784- 793,,1999,,Trillium_ovatum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0218,SF06:SF06P114,SF06:SF06P114,Kahmen & Jules (2005) Forest Ecology and Management 210:107- 116,,2005,,Trillium_ovatum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0219,SF06:SF06P115,SF06:SF06P115,Kamm et al. (2011) Forest Ecology and Management 262:1047- 1053,,2011,,Cormus_domestica,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0220,SF06:SF06P116,SF06:SF06P116,Karrenberg & Jensen (2000) Folia Geobot 35:191- 202,,2000,,Pedicularis_palustris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0221,SF06:SF06P117,SF06:SF06P117,"Kelly et al. (2000) In: Genetics, Demography and Viability of Fragmented Populations.",,2000,,Peraxilla_tetrapetala,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0222,SF06:SF06P118,SF06:SF06P118,Kirchner et al. (2005) Oikos 111:130- 142,,2005,,Centaurea_corymbosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0223,SF06:SF06P119,SF06:SF06P119,Klank et al. (2010) Journal of Ecology 98:1389- 1397,,2010,,Trollius_europaeus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0224,SF06:SF06P120,SF06:SF06P120,Kleizen et al. (2009) South African Journal of Botany 75:739- 743,,2009,,Colchicum_burchellii_subsp._pulchrum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0225,SF06:SF06P121,SF06:SF06P121,Kleunen et al. (2007) Oikos 116:1400- 1412,,2007,,Datura_stramonium,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0226,SF06:SF06P122,SF06:SF06P122,Knapp et al. (2001) Oecologia 128:48- 55,,2001,,Quercus_douglasii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
