cf01_seed_id,canonical_search_key,input_doi,input_citation,resolution_status,resolution_method,openalex_id,resolved_doi,resolved_title,work_identity_key,work_identity_status,canonical_seed_id_for_work,seed_ids_sharing_resolved_work,n_seed_ids_sharing_resolved_work,outcome_opened
CF01S0120,SF06:SF06P016,,Bizoux et al. (2008) Plant Biology 10:684- 693,resolved,crossref_bibliographic_to_openalex_doi,W2008566919,10.1111/j.1438-8677.2008.00077.x,"Fitness and genetic variation of Viola calaminaria, an endemic metallophyte: implications of population structure and history",OPENALEX:W2008566919,resolved_unique_work,CF01S0120,CF01S0120,1,no
CF01S0121,SF06:SF06P017,,Bosch et al. (2002) Biol J Linn Soc 76:79- 90,resolved,crossref_bibliographic_to_openalex_doi,W4238161095,10.1046/j.1095-8312.2002.00050.x,Pollination ecology of the pre-Pyrenean endemic Petrocoptis montsicciana (Caryophyllaceae): effects of population size,OPENALEX:W4238161095,resolved_unique_work,CF01S0121,CF01S0121,1,no
CF01S0122,SF06:SF06P018,,Bossuyt (2007) Conservation Biology 21:832- 841,resolved,crossref_bibliographic_to_openalex_doi,W2133012416,10.1111/j.1523-1739.2006.00645.x,"Genetic Rescue in an Isolated Metapopulation of a Naturally Fragmented Plant Species, Parnassia palustris",OPENALEX:W2133012416,resolved_unique_work,CF01S0122,CF01S0122,1,no
CF01S0123,SF06:SF06P019,,Braun et al. (2012) Journal of Tropical Ecology 28:353- 359,resolved,crossref_bibliographic_to_openalex_doi,W2141397523,10.1017/s0266467412000314,Fragment size and local flower density influence seed set of the understorey tree Paypayrola blanchetiana (Violaceae) in Brazilian Atlantic rain forest,OPENALEX:W2141397523,resolved_unique_work,CF01S0123,CF01S0123,1,no
CF01S0124,SF06:SF06P020,,Breed et al. (2012) Ecology Letters 15:444- 452,resolved,crossref_bibliographic_to_openalex_doi,W2130132149,10.1111/j.1461-0248.2012.01752.x,Shifts in reproductive assurance strategies and inbreeding costs associated with habitat fragmentation in Central American mahogany,OPENALEX:W2130132149,resolved_unique_work,CF01S0124,CF01S0124,1,no
CF01S0125,SF06:SF06P021,10.1111/mec.12056,Breed et al. (2012) Molecular Ecology 21:5955- 5968,resolved,openalex_doi_exact,W1980364601,10.1111/mec.12056,Pollen diversity matters: revealing the neglected effect of pollen diversity on fitness in fragmented landscapes,OPENALEX:W1980364601,resolved_unique_work,CF01S0125,CF01S0125,1,no
CF01S0126,SF06:SF06P022,,Breed et al. (2013) Heredity 115:108- 114,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0126,unresolved_seed_identity,CF01S0126,CF01S0126,1,no
CF01S0127,SF06:SF06P023,,Bruna & Kress (2002) Cons Biol 16:1256- 1266,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0127,unresolved_seed_identity,CF01S0127,CF01S0127,1,no
CF01S0128,SF06:SF06P024,,Brys et al. (2003) Acta Oecologica 24:247- 253,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0128,unresolved_seed_identity,CF01S0128,CF01S0128,1,no
CF01S0129,SF06:SF06P025,,Brys et al. (2004) Journal of Ecology 92: 5- 14,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0129,unresolved_seed_identity,CF01S0129,CF01S0129,1,no
CF01S0130,SF06:SF06P026,,Brys et al. (2008) Botanical Journal of the Linnean Society 157:713- 721,resolved,crossref_bibliographic_to_openalex_doi,W2146406664,10.1111/j.1095-8339.2008.00830.x,"Pollination efficiency and reproductive patterns in relation to local plant density, population size, and floral display in the rewardingListera ovata(Orchidaceae)",OPENALEX:W2146406664,resolved_unique_work,CF01S0130,CF01S0130,1,no
CF01S0131,SF06:SF06P027,,Brys et al. (2008) Journal of Evolutionary Biology 21:1281- 1289,resolved,crossref_bibliographic_to_openalex_doi,W2079563784,10.1111/j.1420-9101.2008.01569.x,"Morph‐ratio variation, population size and female reproductive success in distylous Pulmonaria officinalis (Boraginaceae)",OPENALEX:W2079563784,resolved_unique_work,CF01S0131,CF01S0131,1,no
CF01S0132,SF06:SF06P028,,Brys et al. (2011) American Journal of Botany 98:1834- 1840,resolved,crossref_bibliographic_to_openalex_doi,W2166828003,10.3732/ajb.1100154,Importance of autonomous selfing is inversely related to population size and pollinator availability in a monocarpic plant,OPENALEX:W2166828003,resolved_unique_work,CF01S0132,CF01S0132,1,no
CF01S0133,SF06:SF06P029,,Brzosko et al. (2017) Acta Agrobotanica 70.1,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0133,unresolved_seed_identity,CF01S0133,CF01S0133,1,no
CF01S0134,SF06:SF06P030,,Burgess et al. (2006) New Zealand Journal of Ecology 179- 190,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0134,unresolved_seed_identity,CF01S0134,CF01S0134,1,no
CF01S0135,SF06:SF06P031,,Burgos et al. (2008) Forest Ecology and Management 255:1226- 1233,resolved,crossref_bibliographic_to_openalex_doi,W2109178808,10.1016/j.foreco.2007.10.032,"Seed production, pre-dispersal seed predation and germination of Nothofagus glauca (Nothofagaceae) in a temperate fragmented forest in Chile",OPENALEX:W2109178808,resolved_unique_work,CF01S0135,CF01S0135,1,no
CF01S0136,SF06:SF06P032,,Butcher et al. (2005) Conservation Genetics 6:213- 226,resolved,crossref_bibliographic_to_openalex_doi,W2056280824,10.1007/s10592-004-7830-x,Increased inbreeding and inter-species gene flow in remnant populations of the rare Eucalyptus benthamii,OPENALEX:W2056280824,resolved_unique_work,CF01S0136,CF01S0136,1,no
CF01S0137,SF06:SF06P033,,Butcher et al. (2011) Conservation Genetics 12:1603- 1618,resolved,crossref_bibliographic_to_openalex_doi,W2082769423,10.1007/s10592-011-0258-1,Limited pollen-mediated dispersal and partial self-incompatibility in the rare ironstone endemic Tetratheca paynterae subsp. paynterae increase the risks associated with habitat loss,OPENALEX:W2082769423,resolved_unique_work,CF01S0137,CF01S0137,1,no
CF01S0138,SF06:SF06P034,,Byers (2020) Plant Biology 22:137- 145,resolved,crossref_bibliographic_to_openalex_doi,W2980867797,10.1111/plb.13055,"Impact of prairie fragment size on proportion of females and reproductive success of Lobelia spicata Lam., a gynodioecious species",OPENALEX:W2980867797,resolved_unique_work,CF01S0138,CF01S0138,1,no
CF01S0139,SF06:SF06P035,,Byrne et al. (2007) Molecular Ecology 16:1303- 1314,resolved,crossref_bibliographic_to_openalex_doi,W2150349823,10.1111/j.1365-294x.2006.03204.x,"Extensive pollen dispersal in a bird‐pollinated shrub, Calothamnus quadrifidus, in a fragmented landscape",OPENALEX:W2150349823,resolved_unique_work,CF01S0139,CF01S0139,1,no
CF01S0140,SF06:SF06P036,,Byrne et al. (2008) Conservation Genetics 9:97- 105,resolved,crossref_bibliographic_to_openalex_doi,W2004301498,10.1007/s10592-007-9311-5,"Maintenance of high pollen dispersal in Eucalyptus wandoo, a dominant tree of the fragmented agricultural region in Western Australia",OPENALEX:W2004301498,resolved_unique_work,CF01S0140,CF01S0140,1,no
CF01S0141,SF06:SF06P037,,Capó et al. (2021) Plant Biology 23:121- 129,resolved,crossref_bibliographic_to_openalex_doi,W3084238332,10.1111/plb.13179,"Ecological factors affecting the fitness of the threatened orchid Anacamptis robusta (Orchidaceae): Habitat disturbance, interactions with a co‐flowering rewarding orchid and hybridization events",OPENALEX:W3084238332,resolved_unique_work,CF01S0141,CF01S0141,1,no
CF01S0142,SF06:SF06P038,,Cascante et al. (2002) Conservation Biology 16:137- 147,resolved,crossref_bibliographic_to_openalex_doi,W2019080805,10.1046/j.1523-1739.2002.00317.x,Effects of Dry Tropical Forest Fragmentation on the Reproductive Success and Genetic Structure of the Tree Samanea saman,OPENALEX:W2019080805,resolved_unique_work,CF01S0142,CF01S0142,1,no
CF01S0143,SF06:SF06P039,,Chanyenga et al. (2011) Journal of Tropical Ecology 27:515- 520,resolved,crossref_bibliographic_to_openalex_doi,W2042152993,10.1017/s0266467411000204,"Effect of population size, tree diameter and crown position on viable seed output per cone of the tropical coniferWiddringtonia whyteiin Malawi",OPENALEX:W2042152993,resolved_unique_work,CF01S0143,CF01S0143,1,no
CF01S0144,SF06:SF06P040,,Chen & Zuo (2019) Frontiers in Plant Science 10:327,resolved,crossref_bibliographic_to_openalex_doi,W2925278902,10.3389/fpls.2019.00327,Effect of Pollen Limitation and Pollinator Visitation on Pollination Success of Haloxylon ammodendron (C. A. Mey.) Bunge in Fragmented Habitats,OPENALEX:W2925278902,resolved_unique_work,CF01S0144,CF01S0144,1,no
CF01S0145,SF06:SF06P041,,Chen et al. (2019) Science of the Total Environment 654:1056- 1063,resolved,crossref_bibliographic_to_openalex_doi,W2901032675,10.1016/j.scitotenv.2018.11.148,Comparative pollen limitation and pollinator activity of Caragana korshinskii Kom in natural and fragmented habitats,OPENALEX:W2901032675,resolved_unique_work,CF01S0145,CF01S0145,1,no
CF01S0146,SF06:SF06P042,,Chiapero et al. (2021) Forest Ecology and Management 492:119215,resolved,crossref_bibliographic_to_openalex_doi,W3154779652,10.1016/j.foreco.2021.119215,"Reproductive resilience to habitat fragmentation of Lithraea molleoides (Anacardiaceae), a dominant dioecious tree from the Chaco Serrano",OPENALEX:W3154779652,resolved_unique_work,CF01S0146,CF01S0146,1,no
CF01S0147,SF06:SF06P043,,Coates et al. (2007) Australian Journal of Botany 55:239- 249,resolved,crossref_bibliographic_to_openalex_doi,W2158745757,10.1071/bt06142,Plant mating systems and assessing population persistence in fragmented landscapes,OPENALEX:W2158745757,resolved_unique_work,CF01S0147,CF01S0147,1,no
CF01S0148,SF06:SF06P044,,Collevati et al. (2001) Heredity 86:60- 67,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0148,unresolved_seed_identity,CF01S0148,CF01S0148,1,no
CF01S0149,SF06:SF06P045,,Colling & Matthies (2004) Oikos 105:71- 78,resolved,crossref_bibliographic_to_openalex_doi,W2031793387,10.1111/j.0030-1299.2004.12783.x,"The effects of plant population size on the interactions between the endangered plant Scorzonera humilis , a specialised herbivore, and a phytopathogenic fungus",OPENALEX:W2031793387,resolved_unique_work,CF01S0149,CF01S0149,1,no
CF01S0150,SF06:SF06P046,,Coombs et al. (2009) Austral Ecology 34:688- 697,resolved,crossref_bibliographic_to_openalex_doi,W1993456805,10.1111/j.1442-9993.2009.01976.x,A test for Allee effects in the self‐incompatible wasp‐pollinated milkweedGomphocarpus physocarpus,OPENALEX:W1993456805,resolved_unique_work,CF01S0150,CF01S0150,1,no
CF01S0151,SF06:SF06P047,,Costin et al. (2001) Biol Conserv 98:273- 284,resolved,crossref_bibliographic_to_openalex_doi,W2092160709,10.1016/s0006-3207(00)00165-8,Reproductive success does not decline in fragmented populations of Leucochrysum albicans subsp. albicans var. tricolor (Asteraceae),OPENALEX:W2092160709,resolved_unique_work,CF01S0151,CF01S0151,1,no
CF01S0152,SF06:SF06P048,,Craft & Ashley (2010) American Journal of Botany 97:1999- 2006,resolved,crossref_bibliographic_to_openalex_doi,W2167544304,10.3732/ajb.0900390,"Pollen‐mediated gene flow in isolated and continuous stands of bur oak, Quercus macrocarpa (Fagaceae)",OPENALEX:W2167544304,resolved_unique_work,CF01S0152,CF01S0152,1,no
CF01S0153,SF06:SF06P049,10.1016/j.biocon.2021.109007,Cristobal-Pérez et al. (2021) Biological Conservation 256:109007,resolved,openalex_doi_exact,W3135145372,10.1016/j.biocon.2021.109007,"Habitat fragmentation negatively affects effective gene flow via pollen, and male and female fitness in the dioecious tree, Spondias purpurea (Anacardiaceae)",OPENALEX:W3135145372,resolved_unique_work,CF01S0153,CF01S0153,1,no
CF01S0154,SF06:SF06P050,,Cuevas et al. (2017) Botanical Sciences 95: 401- 408,resolved,crossref_bibliographic_to_openalex_doi,W2751395148,10.17129/botsci.904,"Population size, sex-ratio and sexual dimorphism in Fuchsia parviflora (Onagraceae) an endemic dioecious shrub",OPENALEX:W2751395148,resolved_unique_work,CF01S0154,CF01S0154,1,no
CF01S0155,SF06:SF06P051,,Cunningham (2000) Conserv Biol 14:758- 768,resolved,crossref_bibliographic_to_openalex_doi,W1979838061,10.1046/j.1523-1739.2000.98609.x,Effects of Habitat Fragmentation on the Reproductive Ecology of Four Plant Species in Mallee Woodland,OPENALEX:W1979838061,resolved_duplicate_work,CF01S0155,CF01S0155;CF01S0156,2,no
CF01S0156,SF06:SF06P052,,Cunningham (2000) Conservation Biology 14:758- 768,resolved,crossref_bibliographic_to_openalex_doi,W1979838061,10.1046/j.1523-1739.2000.98609.x,Effects of Habitat Fragmentation on the Reproductive Ecology of Four Plant Species in Mallee Woodland,OPENALEX:W1979838061,resolved_duplicate_work,CF01S0155,CF01S0155;CF01S0156,2,no
CF01S0157,SF06:SF06P053,,Cunningham (2000) Proc R Soc B: Biol Sci 267:1149- 1152,resolved,crossref_bibliographic_to_openalex_doi,W2052384675,10.1098/rspb.2000.1121,Depressed pollination in habitat fragments causes low fruit set,OPENALEX:W2052384675,resolved_unique_work,CF01S0157,CF01S0157,1,no
CF01S0158,SF06:SF06P054,,Cuéllar-Rodríguez et al. (2016) The Journal of the Torrey Botanical Society 144:58- 62,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0158,unresolved_seed_identity,CF01S0158,CF01S0158,1,no
CF01S0159,SF06:SF06P055,,da Silva Elias et al. (2012) Journal of Tropical Ecology 28:317- 320,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0159,unresolved_seed_identity,CF01S0159,CF01S0159,1,no
CF01S0160,SF06:SF06P056,,Dahlgaard & Warncke (1995) Nordic Journal of Botany 15:337- 341,resolved,crossref_bibliographic_to_openalex_doi,W2011310109,10.1111/j.1756-1051.1995.tb00159.x,Seed set and germination in crosses within and between two geographically isolated small populations of Saxifraga hirculus in Denmark,OPENALEX:W2011310109,resolved_unique_work,CF01S0160,CF01S0160,1,no
CF01S0161,SF06:SF06P057,,Dainese (2011) Plant Ecology 212:651- 661,resolved,crossref_bibliographic_to_openalex_doi,W1975782433,10.1007/s11258-011-9902-6,Impact of land use intensity and temperature on the reproductive performance of Dactylis glomerata populations in the southeastern Alps,OPENALEX:W1975782433,resolved_unique_work,CF01S0161,CF01S0161,1,no
CF01S0162,SF06:SF06P058,,Davies et al. (2015) Heredity 115:125- 129,resolved,crossref_bibliographic_to_openalex_doi,W2261424361,10.1038/hdy.2013.95,"Pollen flow in fragmented landscapes maintains genetic diversity following stand-replacing disturbance in a neotropical pioneer tree, Vochysia ferruginea Mart",OPENALEX:W2261424361,resolved_unique_work,CF01S0162,CF01S0162,1,no
CF01S0163,SF06:SF06P059,,Dayanandan et al. (1999) Molecular Ecology 8:2585- 1592,resolved,crossref_bibliographic_to_openalex_doi,W2143774808,10.1046/j.1365-294x.1999.00735.x,"Population structure delineated with microsatellite markers in fragmented populations of a tropical tree, Carapa guianensis (Meliaceae)",OPENALEX:W2143774808,resolved_unique_work,CF01S0163,CF01S0163,1,no
CF01S0164,SF06:SF06P060,,de Moraes & Sebbenn (2011) Biotropica 43:192- 199,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0164,unresolved_seed_identity,CF01S0164,CF01S0164,1,no
CF01S0165,SF06:SF06P061,,de Moraes et al. (2007) Scientia Forestalis/Forest Sciences 74:75- 86,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0165,unresolved_seed_identity,CF01S0165,CF01S0165,1,no
CF01S0166,SF06:SF06P062,10.1002/ece3.5653,Delnevo et al. (2019) Ecology and Evolution 9:11494- 11503,resolved,openalex_doi_exact,W2975801452,10.1002/ece3.5653,Floral display and habitat fragmentation: Effects on the reproductive success of the threatened mass‐flowering Conospermum undulatum (Proteaceae),OPENALEX:W2975801452,resolved_unique_work,CF01S0166,CF01S0166,1,no
CF01S0167,SF06:SF06P063,,Dick (2001) Proc R Soc Lond Series B: Biol Sci 268:2391- 2396,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0167,unresolved_seed_identity,CF01S0167,CF01S0167,1,no
CF01S0168,SF06:SF06P064,,Donaldson et al. (2002) Conserv Biol 16:1267- 1276,resolved,crossref_bibliographic_to_openalex_doi,W2120981670,10.1046/j.1523-1739.2002.99515.x,Effects of Habitat Fragmentation on Pollinator Diversity and Plant Reproductive Success in Renosterveld Shrublands of South Africa,OPENALEX:W2120981670,resolved_duplicate_work,CF01S0168,CF01S0168;CF01S0169,2,no
CF01S0169,SF06:SF06P065,,Donaldson et al. (2002) Conservation Biology 16:1267- 1276,resolved,crossref_bibliographic_to_openalex_doi,W2120981670,10.1046/j.1523-1739.2002.99515.x,Effects of Habitat Fragmentation on Pollinator Diversity and Plant Reproductive Success in Renosterveld Shrublands of South Africa,OPENALEX:W2120981670,resolved_duplicate_work,CF01S0168,CF01S0168;CF01S0169,2,no
CF01S0170,SF06:SF06P066,,Dostálek et al. (2010) Conservation Genetics 11:773- 783,resolved,crossref_bibliographic_to_openalex_doi,W2075163134,10.1007/s10592-009-9879-z,"Genetic diversity and its effect on fitness in an endangered plant species, Dracocephalum austriacum L.",OPENALEX:W2075163134,resolved_unique_work,CF01S0170,CF01S0170,1,no
CF01S0171,SF06:SF06P067,,Duffy et al. (2013) Journal of Ecology 101:953- 962,resolved,crossref_bibliographic_to_openalex_doi,W2065256680,10.1111/1365-2745.12104,Does the likelihood of an A llee effect on plant fecundity depend on the type of pollinator?,OPENALEX:W2065256680,resolved_unique_work,CF01S0171,CF01S0171,1,no
CF01S0172,SF06:SF06P068,,Ehlers (1999) Nordic Journal of Botany 19:653- 663,resolved,crossref_bibliographic_to_openalex_doi,W2097057878,10.1111/j.1756-1051.1999.tb00675.x,Variation in fruit set within and among natural populations of the self‐incompatible herb Centaurea scabiosa (Asteraceae),OPENALEX:W2097057878,resolved_unique_work,CF01S0172,CF01S0172,1,no
CF01S0173,SF06:SF06P069,,Ehlers et al. (2002) Plant Systematics and Evolution 236:19- 32,resolved,crossref_bibliographic_to_openalex_doi,W1588463574,10.1007/s00606-002-0197-x,,OPENALEX:W1588463574,resolved_unique_work,CF01S0173,CF01S0173,1,no
CF01S0174,SF06:SF06P070,,Ewedje et al. (2017) Conservation Genetics 18:799- 811,resolved,crossref_bibliographic_to_openalex_doi,W2576139336,10.1007/s10592-017-0928-8,"Breeding system, gene dispersal and small-scale spatial genetic structure of a threatened food tree species, Pentadesma butyracea (Clusiaceae) in Benin",OPENALEX:W2576139336,resolved_unique_work,CF01S0174,CF01S0174,1,no
CF01S0175,SF06:SF06P071,,Favarin et al. (2022) Flora 296:152165,resolved,crossref_bibliographic_to_openalex_doi,W4301368737,10.1016/j.flora.2022.152165,Pollinator distribution in patches of suitable habitat depends more on patch isolation than on floral abundance,OPENALEX:W4301368737,resolved_unique_work,CF01S0175,CF01S0175,1,no
CF01S0176,SF06:SF06P072,,Feres et al. (2012) Conservation Genetics 13:393- 405,resolved,crossref_bibliographic_to_openalex_doi,W2033527194,10.1007/s10592-011-0292-z,"Mating system parameters at hierarchical levels of fruits, individuals and populations in the Brazilian insect-pollinated tropical tree, Tabebuia roseo-alba (Bignoniaceae)",OPENALEX:W2033527194,resolved_unique_work,CF01S0176,CF01S0176,1,no
CF01S0177,SF06:SF06P073,,Fernández et al. (2012) Oecologia 170:421- 431,resolved,crossref_bibliographic_to_openalex_doi,W1999093073,10.1007/s00442-012-2312-1,Pollen limitation in a narrow endemic plant: geographical variation and driving factors,OPENALEX:W1999093073,resolved_unique_work,CF01S0177,CF01S0177,1,no
CF01S0178,SF06:SF06P074,,Fernández et al. (2015) Basic and Applied Ecology 16:375- 385,resolved,crossref_bibliographic_to_openalex_doi,W2042120942,10.1016/j.baae.2015.02.006,"Variation in the reproductive success of a narrow endemic plant: Effects of geographical distribution, abiotic conditions and pollinator community composition",OPENALEX:W2042120942,resolved_unique_work,CF01S0178,CF01S0178,1,no
CF01S0179,SF06:SF06P075,,Fischer & Matthies (1998) American Journal of Botany 85:811- 819,resolved,crossref_bibliographic_to_openalex_doi,W2032331241,10.2307/2446416,RAPD variation in relation to population size and plant fitness in the rare Gentianella germanica (Gentianaceae),OPENALEX:W2032331241,resolved_unique_work,CF01S0179,CF01S0179,1,no
CF01S0180,SF06:SF06P076,,Fritz & Nilsson (1994) Oecologia 100:451- 462,resolved,crossref_bibliographic_to_openalex_doi,W2028829260,10.1007/bf00317867,How pollinator-mediated mating varies with population size in plants,OPENALEX:W2028829260,resolved_unique_work,CF01S0180,CF01S0180,1,no
CF01S0181,SF06:SF06P077,,Frye & Neel (2017) Evolutionary Applications 10:551- 562,resolved,crossref_bibliographic_to_openalex_doi,W2529270945,10.1111/eva.12437,Benefits of gene flow are mediated by individual variability in self‐compatibility in small isolated populations of an endemic plant species,OPENALEX:W2529270945,resolved_unique_work,CF01S0181,CF01S0181,1,no
CF01S0182,SF06:SF06P078,,Gao et al. (2010) Australian Journal of Botany 58:214- 223,resolved,crossref_bibliographic_to_openalex_doi,W2024258918,10.1071/bt09190,Size-class structure and variation in seed and seedling traits in relation to population size of an endangered species Craigia yunnanensis (Tiliaceae),OPENALEX:W2024258918,resolved_unique_work,CF01S0182,CF01S0182,1,no
CF01S0183,SF06:SF06P079,,García & Chacoff (2007) Conservation Biology 21:400- 411,resolved,crossref_bibliographic_to_openalex_doi,W2027282032,10.1111/j.1523-1739.2006.00593.x,"Scale‐Dependent Effects of Habitat Fragmentation on Hawthorn Pollination, Frugivory, and Seed Predation",OPENALEX:W2027282032,resolved_unique_work,CF01S0183,CF01S0183,1,no
CF01S0184,SF06:SF06P080,,García-Robledo (2010) Restoration Ecology 18:94- 102,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0184,unresolved_seed_identity,CF01S0184,CF01S0184,1,no
CF01S0185,SF06:SF06P081,,Gauli et al. (2014) Australian Journal of Botany 61:622- 632,resolved,crossref_bibliographic_to_openalex_doi,W2094470932,10.1071/bt13259,Effect of forest fragmentation and altitude on the mating system of Eucalyptus pauciflora (Myrtaceae),OPENALEX:W2094470932,resolved_unique_work,CF01S0185,CF01S0185,1,no
CF01S0186,SF06:SF06P082,,Ghazoul et al. (1998) Journal of Ecology 86:462- 473,resolved,crossref_bibliographic_to_openalex_doi,W2034343374,10.1046/j.1365-2745.1998.00270.x,"Disturbance‐induced density‐dependent seed set in Shorea siamensis (Dipterocarpaceae), a tropical forest tree",OPENALEX:W2034343374,resolved_unique_work,CF01S0186,CF01S0186,1,no
CF01S0187,SF06:SF06P083,,Gigord et al. (1999) Biological Conservation 88:43- 51,resolved,crossref_bibliographic_to_openalex_doi,W1982142119,10.1016/s0006-3207(98)00092-5,"Effects of habitat fragmentation on Dombeya acutangula (Sterculiaceae), a native tree on La Réunion (Indian Ocean)",OPENALEX:W1982142119,resolved_unique_work,CF01S0187,CF01S0187,1,no
CF01S0188,SF06:SF06P084,,Gonzalez Varo et al. (2010) Journal of Applied Ecology 47:1242- 1252,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0188,unresolved_seed_identity,CF01S0188,CF01S0188,1,no
CF01S0189,SF06:SF06P085,,González-Robles et al. (2021) Molecular Ecology 30:3408- 3421,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0189,unresolved_seed_identity,CF01S0189,CF01S0189,1,no
CF01S0190,SF06:SF06P086,,González-Varo et al. (2009) Biological Conservation 142:1058- 1065,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0190,unresolved_seed_identity,CF01S0190,CF01S0190,1,no
CF01S0191,SF06:SF06P087,,Grilli et al. (2013) Forest ecology and management 310:442- 449,resolved,crossref_bibliographic_to_openalex_doi,W2068637411,10.1016/j.foreco.2013.08.052,Linking mycorrhizal fungi and soil nutrients to vegetative and reproductive ruderal plant development in a fragmented forest at central Argentina,OPENALEX:W2068637411,resolved_unique_work,CF01S0191,CF01S0191,1,no
CF01S0192,SF06:SF06P088,,Groom (2001) Biol Conserv 100:55- 63,resolved,crossref_bibliographic_to_openalex_doi,W1996677684,10.1016/s0006-3207(00)00207-x,"Consequences of subpopulation isolation for pollination, herbivory, and population growth in Clarkia concinna concinna (Onagraceae)",OPENALEX:W1996677684,resolved_unique_work,CF01S0192,CF01S0192,1,no
CF01S0193,SF06:SF06P089,,Hadley et al. (2014) Ecology 95:2202- 2212,resolved,crossref_bibliographic_to_openalex_doi,W2101848387,10.1890/13-0929.1,Tropical forest fragmentation limits pollination of a keystone understory herb,OPENALEX:W2101848387,resolved_unique_work,CF01S0193,CF01S0193,1,no
CF01S0194,SF06:SF06P090,,Hansen & Olesen (1999) Nordic Journal of Botany 19:665- 671,resolved,crossref_bibliographic_to_openalex_doi,W1998523530,10.1111/j.1756-1051.1999.tb00676.x,Comparison of reproductive success in two orchids: the nectarless Dactylorhiza majalis s.s. and the nectar‐producing Gymnadenia conopsea s.l.,OPENALEX:W1998523530,resolved_unique_work,CF01S0194,CF01S0194,1,no
CF01S0195,SF06:SF06P091,,Hauber et al. (2022) South African Journal of Botany 146:48- 57,resolved,crossref_bibliographic_to_openalex_doi,W3209231722,10.1016/j.sajb.2021.09.027,Mixed effect of habitat fragmentation on pollinator visitation rates but not on seed production in renosterveld of South Africa,OPENALEX:W3209231722,resolved_unique_work,CF01S0195,CF01S0195,1,no
CF01S0196,SF06:SF06P092,,Hendrix & Kyhl (2000) Conservation Biology 14:304- 313,resolved,crossref_bibliographic_to_openalex_doi,W2084649217,10.1046/j.1523-1739.2000.98253.x,Population Size and Reproduction in Phlox pilosa,OPENALEX:W2084649217,resolved_unique_work,CF01S0196,CF01S0196,1,no
CF01S0197,SF06:SF06P093,,Hensen & Oberprieler (2005) Conservation Genetics 6:63- 73,resolved,crossref_bibliographic_to_openalex_doi,W1984210247,10.1007/s10592-004-7745-6,Effects of population size on genetic diversity and seed production in the rare Dictamnus albus(Rutaceae) in central Germany,OPENALEX:W1984210247,resolved_unique_work,CF01S0197,CF01S0197,1,no
CF01S0198,SF06:SF06P094,,Hensen et al. (2005) Flora 200:3- 14,resolved,crossref_bibliographic_to_openalex_doi,W2054530055,10.1016/j.flora.2004.05.001,"Genetic structure, population size, and seed production of Pulsatilla vulgaris Mill. (Ranunculaceae) in Central Germany",OPENALEX:W2054530055,resolved_unique_work,CF01S0198,CF01S0198,1,no
CF01S0199,SF06:SF06P095,,Herrerías-Diego et al. (2006) Conservation Biology 20:1111- 1120,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0199,unresolved_seed_identity,CF01S0199,CF01S0199,1,no
CF01S0200,SF06:SF06P096,,Hirayama et al. (2007) Biological Conservation 136:315- 323,resolved,crossref_bibliographic_to_openalex_doi,W1965407699,10.1016/j.biocon.2006.12.004,"Reduced seed production, inbreeding, and pollen shortage in a small population of a threatened tree, Magnolia stellata",OPENALEX:W1965407699,resolved_unique_work,CF01S0200,CF01S0200,1,no
CF01S0201,SF06:SF06P097,,Hoebee & Young (2001) Heredity 86:489- 496,resolved,crossref_bibliographic_to_openalex_doi,W2022176923,10.1046/j.1365-2540.2001.00857.x,Low neighbourhood size and high interpopulation differentiation in the endangered shrub Grevillea iaspicula McGill (Proteaceae),OPENALEX:W2022176923,resolved_unique_work,CF01S0201,CF01S0201,1,no
CF01S0202,SF06:SF06P098,,Hornemann et al. (2012) Flora 207:736- 743,resolved,crossref_bibliographic_to_openalex_doi,W1992074045,10.1016/j.flora.2012.07.005,"Reproductive fitness, population size and genetic variation in Muscari tenuiflorum (Hyacinthaceae): The role of temporal variation",OPENALEX:W1992074045,resolved_unique_work,CF01S0202,CF01S0202,1,no
