canonical_identity_key,source_frames,source_ids,citation,species,metadata_layers,sf06_responses,land_use_factors,sf05_title_method_hints,existing_egwee_programmes,screen_class,screen_action,screening_status,outcome_opened
SF06:SF06P057,SF06,SF06:SF06P057,Dainese (2011) Plant Ecology 212:651- 661,Dactylis_glomerata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P058,SF06,SF06:SF06P058,Davies et al. (2015) Heredity 115:125- 129,Vochysia_ferruginea,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P059,SF06,SF06:SF06P059,Dayanandan et al. (1999) Molecular Ecology 8:2585- 1592,Carapa_guianensis,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P060,SF06,SF06:SF06P060,de Moraes & Sebbenn (2011) Biotropica 43:192- 199,Hymenaea_stigonocarpa,F,Male fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P061,SF06,SF06:SF06P061,de Moraes et al. (2007) Scientia Forestalis/Forest Sciences 74:75- 86,Hymenaea_stigonocarpa,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P062,SF06,SF06:SF06P062,Delnevo et al. (2019) Ecology and Evolution 9:11494- 11503,Conospermum_undulatum,F,Female fitness,Habitat Fragmentation,,PS009_CONOSPERMUM,existing_egwee_programme,do_not_recruit_as_new,linked_existing_no_new_recruitment,no
SF06:SF06P063,SF06,SF06:SF06P063,Dick (2001) Proc R Soc Lond Series B: Biol Sci 268:2391- 2396,Dinizia_excelsa,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P064,SF06,SF06:SF06P064,Donaldson et al. (2002) Conserv Biol 16:1267- 1276,Pterygodium_catholicum; Trachyandra_hirsuta,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P065,SF06,SF06:SF06P065,Donaldson et al. (2002) Conservation Biology 16:1267- 1276,Cyanella_lutea; Gladiolus_liliaceus; Ornithogalum_thyrsoides,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P066,SF06,SF06:SF06P066,Dostálek et al. (2010) Conservation Genetics 11:773- 783,Dracocephalum_austriacum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P067,SF06,SF06:SF06P067,Duffy et al. (2013) Journal of Ecology 101:953- 962,Kniphofia_linearifolia,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P068,SF06,SF06:SF06P068,Ehlers (1999) Nordic Journal of Botany 19:653- 663,Centaurea_scabiosa,F;I,Female fitness; Male fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P069,SF06,SF06:SF06P069,Ehlers et al. (2002) Plant Systematics and Evolution 236:19- 32,Epipactis_helleborine,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P070,SF06,SF06:SF06P070,Ewedje et al. (2017) Conservation Genetics 18:799- 811,Pentadesma_butyraceae,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P071,SF06,SF06:SF06P071,Favarin et al. (2022) Flora 296:152165,Limonium_narbonense,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P072,SF06,SF06:SF06P072,Feres et al. (2012) Conservation Genetics 13:393- 405,Tabebuia_roseoalba,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P073,SF06,SF06:SF06P073,Fernández et al. (2012) Oecologia 170:421- 431,Erysimum_popovii,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P074,SF06,SF06:SF06P074,Fernández et al. (2015) Basic and Applied Ecology 16:375- 385,Erysimum_popovii,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P075,SF06,SF06:SF06P075,Fischer & Matthies (1998) American Journal of Botany 85:811- 819,Gentianella_germanica,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P076,SF06,SF06:SF06P076,Fritz & Nilsson (1994) Oecologia 100:451- 462,Orchis_spitzelii,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P077,SF06,SF06:SF06P077,Frye & Neel (2017) Evolutionary Applications 10:551- 562,Trifolium_virginicum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P078,SF06,SF06:SF06P078,Gao et al. (2010) Australian Journal of Botany 58:214- 223,Craigia_yunnanensis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P079,SF06,SF06:SF06P079,García & Chacoff (2007) Conservation Biology 21:400- 411,Crataegus_monogyna,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P080,SF06,SF06:SF06P080,García-Robledo (2010) Restoration Ecology 18:94- 102,Xanthosoma_daguense,F;I,Female fitness; Pollination,Agriculture,,,secondary_if_nonfragmentation_land_use,retain_context_not_primary_if_fragmentation_queue,retained_no_primary_design_screen_yet,no
SF06:SF06P081,SF06,SF06:SF06P081,Gauli et al. (2014) Australian Journal of Botany 61:622- 632,Eucalyptus_pauciflora,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P082,SF06,SF06:SF06P082,Ghazoul et al. (1998) Journal of Ecology 86:462- 473,Pentacme_siamensis,F,Female fitness,disturbance intensity,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P083,SF06,SF06:SF06P083,Gigord et al. (1999) Biological Conservation 88:43- 51,Dombeya_acutangula,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P084,SF06,SF06:SF06P084,Gonzalez Varo et al. (2010) Journal of Applied Ecology 47:1242- 1252,Myrtus_communis,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P085,SF06,SF06:SF06P085,González-Robles et al. (2021) Molecular Ecology 30:3408- 3421,Ziziphus_lotus,I,Pollination,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P086,SF06,SF06:SF06P086,González-Varo et al. (2009) Biological Conservation 142:1058- 1065,Myrtus_communis,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P087,SF06,SF06:SF06P087,Grilli et al. (2013) Forest ecology and management 310:442- 449,Euphorbia_acerensis; Euphorbia_dentata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P088,SF06,SF06:SF06P088,Groom (2001) Biol Conserv 100:55- 63,Clarkia_concinna,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P089,SF06,SF06:SF06P089,Hadley et al. (2014) Ecology 95:2202- 2212,Heliconia_tortuosa,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P090,SF06,SF06:SF06P090,Hansen & Olesen (1999) Nordic Journal of Botany 19:665- 671,Dactylorhiza_majalis; Gymnadenia_conopsea,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P091,SF06,SF06:SF06P091,Hauber et al. (2022) South African Journal of Botany 146:48- 57,Trichodiadema_strumosum,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P092,SF06,SF06:SF06P092,Hendrix & Kyhl (2000) Conservation Biology 14:304- 313,Phlox_pilosa,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P093,SF06,SF06:SF06P093,Hensen & Oberprieler (2005) Conservation Genetics 6:63- 73,Dictamnus_albus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P094,SF06,SF06:SF06P094,Hensen et al. (2005) Flora 200:3- 14,Pulsatilla_vulgaris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P095,SF06,SF06:SF06P095,Herrerías-Diego et al. (2006) Conservation Biology 20:1111- 1120,Ceiba_aesculifolia,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P096,SF06,SF06:SF06P096,Hirayama et al. (2007) Biological Conservation 136:315- 323,Magnolia_stellata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P097,SF06,SF06:SF06P097,Hoebee & Young (2001) Heredity 86:489- 496,Grevillea_iaspicula,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P098,SF06,SF06:SF06P098,Hornemann et al. (2012) Flora 207:736- 743,Muscari_tenuiflorum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P099,SF06,SF06:SF06P099,Ilves et al. (2013) Conservation Genetics 14:661- 669,Ligularia_sibirica,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P100,SF06,SF06:SF06P100,Isagi et al. (2007) Sustainability and Diversity of Forest Ecosystems: An Interdisciplinary Approach 382- 389,Magnolia_grandiflora,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P101,SF06,SF06:SF06P101,Jacquemyn et al. (2001) Plant Biology 3:561- 568,Primula_elatior,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P102,SF06,SF06:SF06P102,Jacquemyn et al. (2002) Oecologia 130:617- 625,Primula_elatior,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P103,SF06,SF06:SF06P103,Jacquemyn et al. (2006) Oecologia 147:434- 444,Paris_quadrifolia,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P104,SF06,SF06:SF06P104,Jacquemyn et al. (2008) Basic and Applied Ecology 9:392- 400,Orchis_mascula,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P105,SF06,SF06:SF06P105,Jacquemyn et al. (2009) Biology Letters 5:495- 498,Neottia_ovata; Orchis_purpurea,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P106,SF06,SF06:SF06P106,Jennersten (1988) Conservation Biology 2:359- 366,Dianthus_deltoides,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P107,SF06,SF06:SF06P107,Jha & Dick (2010) PNAS 107:13760- 13764,Miconia_affinis,F;I,Female fitness; Pollination,Agriculture,,,secondary_if_nonfragmentation_land_use,retain_context_not_primary_if_fragmentation_queue,retained_no_primary_design_screen_yet,no
SF06:SF06P108,SF06,SF06:SF06P108,Johnson et al. (2004) Biol Conserv 120:31- 39,Oxyanthus_pyriformis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P109,SF06,SF06:SF06P109,Johnson et al. (2004) Biotropica 36:148- 155,Gerbera_aurantiaca,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P110,SF06,SF06:SF06P110,Johnson et al. (2009) Biology Letters 5:282- 285,Satyrium_longicauda,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P111,SF06,SF06:SF06P111,Jolivet et al. (2012) European Journal of Forest Research 131:1055- 1069,Prunus_avium,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P112,SF06,SF06:SF06P112,Jones & Gliddon (1999) Plant Ecology 141:151- 161,Lloydia_serotina,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P113,SF06,SF06:SF06P113,Jules & Rathcke (1999) Conserv Biol 13:784- 793,Trillium_ovatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P114,SF06,SF06:SF06P114,Kahmen & Jules (2005) Forest Ecology and Management 210:107- 116,Trillium_ovatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P115,SF06,SF06:SF06P115,Kamm et al. (2011) Forest Ecology and Management 262:1047- 1053,Cormus_domestica,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P116,SF06,SF06:SF06P116,Karrenberg & Jensen (2000) Folia Geobot 35:191- 202,Pedicularis_palustris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P117,SF06,SF06:SF06P117,"Kelly et al. (2000) In: Genetics, Demography and Viability of Fragmented Populations.",Peraxilla_tetrapetala,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P118,SF06,SF06:SF06P118,Kirchner et al. (2005) Oikos 111:130- 142,Centaurea_corymbosa,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P119,SF06,SF06:SF06P119,Klank et al. (2010) Journal of Ecology 98:1389- 1397,Trollius_europaeus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P120,SF06,SF06:SF06P120,Kleizen et al. (2009) South African Journal of Botany 75:739- 743,Colchicum_burchellii_subsp._pulchrum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P121,SF06,SF06:SF06P121,Kleunen et al. (2007) Oikos 116:1400- 1412,Datura_stramonium,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P122,SF06,SF06:SF06P122,Knapp et al. (2001) Oecologia 128:48- 55,Quercus_douglasii,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P123,SF06,SF06:SF06P123,Kolb & Lindhorst (2006) Plant Ecology 185:209- 220,Carex_sylvatica; Sanicula_europaea,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P124,SF06,SF06:SF06P124,Kolb (2005) J Ecol 93: 1226- 1237,Phyteuma_spicatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P125,SF06,SF06:SF06P125,Kolb (2008) Biological Conservation 141:2540- 2549,Phyteuma_spicatum,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P126,SF06,SF06:SF06P126,Kolb et al. (2010) Ecology 91:3210- 3217,Phyteuma_spicatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P127,SF06,SF06:SF06P127,Krauss et al. (2007) Australian Journal of Botany 55:390- 399,Eucalyptus_salmonophloia; Eucalyptus_salubris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P128,SF06,SF06:SF06P128,Kunin (1997) Journal of Ecology 225- 234,Sinapis_arvensis,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P129,SF06,SF06:SF06P129,Kéry et al. (2000) Journal of Ecology 88:17- 30,Gentiana_lutea; Primula_veris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P130,SF06,SF06:SF06P130,Lander et al. (2010) Biological Conservation 143:2583- 2590,Gomortega_keule,F,Male fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P131,SF06,SF06:SF06P131,Lauterbach et al. (2012) Plant Systematics and Evolution 298:155- 164,Silene_otites,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P132,SF06,SF06:SF06P132,Lee (2000) Heredity 85:338- 345,Dryobalanops_aromatica,F,Male fitness,Logging,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P133,SF06,SF06:SF06P133,Leimu & Syrjänen (2002) Oikos 98:229- 238,Vincetoxicum_hirundinaria,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P134,SF06,SF06:SF06P134,Lennartsson (2002) Ecology 83:3060- 3072,Gentianella_campestris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P135,SF06,SF06:SF06P135,Leong et al. (2014) PLoS One 9: e86357,Centaurea_solstitialis,F;I,Female fitness; Pollination,Urbanization,,,secondary_if_nonfragmentation_land_use,retain_context_not_primary_if_fragmentation_queue,retained_no_primary_design_screen_yet,no
SF06:SF06P136,SF06,SF06:SF06P136,Lienert & Fischer (2003) J Ecol 91:587- 599,Primula_farinosa,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P137,SF06,SF06:SF06P137,Llorens et al. (2018) Frontiers in Ecology and Evolution 6: 39,Eucalyptus_wandoo,F,Female fitness,Habitat Fragmentation,,ML015,existing_egwee_programme,do_not_recruit_as_new,linked_existing_no_new_recruitment,no
SF06:SF06P139,SF06,SF06:SF06P139,Lopes & Buzato (2007) Oecologia 154:305- 314,Psychotria_suterella,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P140,SF06,SF06:SF06P140,Lundell et al. (2015) Folia Geobotanica 50:13- 23,Chimaphila_umbellata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P141,SF06,SF06:SF06P141,Lázaro et al. (2020) Ecological Applications 30:e02099,Geum_urbanum; Ranunculus_acris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P142,SF06,SF06:SF06P142,Magrach et al. (2012) Austral Ecology 37:600- 609,Mitraria_coccinea,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P143,SF06,SF06:SF06P143,Magrach et al. (2013) Journal of Ecology 101:713- 721,Tristerix_corymbosus,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P144,SF06,SF06:SF06P144,Manoel et al. (2012) Scientia Forestalis/Forest Sciences 40:145- 155,Copaifera_langsdorffii,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P145,SF06,SF06:SF06P145,Matesanz et al. (2015) Plant Biology 17:1047- 1056,Centaurea_hypssopifolia; Helianthemum_squamatum; Lepidium_subulatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P146,SF06,SF06:SF06P146,Mathiasen et al. (2007) Conservation Biology 21:232- 240,Embothrium_coccineum,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P147,SF06,SF06:SF06P147,Matos et al. (2015) Flora 211:1- 10,Vriesea_gigantea,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P148,SF06,SF06:SF06P148,Matsumura & Washitani (2000) Ecological Research 15:307- 322,Primula_sieboldii,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P149,SF06,SF06:SF06P149,Medan & Devoto (2017) Plant Systematics and Evolution 303:841- 851,Ochetophila_trinervis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P150,SF06,SF06:SF06P150,Meekers & Honnay (2011) Plant Ecology 212:1791- 1801,Gymnadenia_conopsea; Orchis_mascula,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P151,SF06,SF06:SF06P151,Michaels et al. (2019) The American Midland Naturalist 182:160- 180,Lupinus_perennis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P152,SF06,SF06:SF06P152,Milberg & Bertilsson (1997) Flora 192:361- 367,Dracocephalum_ryuschiana,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
