Paper,ID,species,family,life.fo.cat,life.form,life.cycle,foliage,rep.sys,mating.sys,S.I.,outcross.rate,out.rate.unit,selfing.rate,t.pol,pol.clas,pol.v,t.disp,d.clas,d.vec,country,biome,clim.reg,meta,cohort.mean,pop.name,cohort.grp,cohort,Pob.desc,density,dsensity.unit,sampling.type,N,marker,no.markers,FSGS.significance,F(1),bF,Sp,Sp (SE),f o F,FST,FIS ,Ho,He,AR,Kinship.coefficient,Kinship.coefficient (citation),time.w/o.dist,time.from.dist,disturbance,dist.desc,dist.clas,dist.code,logging,experimental.fragmentation,opening.clearings,agriculture,farming,urbanization,mining,construction,roads,fire,silviculture,agrofoestry,plantations,fertilizers/pesticides,conserved,year,first.author,citation,reference,Sp,F1,B,correlogram,data
23,35,Polygala reinii,Polygalaceae,herb,herb,Perennial,NA,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,T-s,An,Japan,Forest,Temperate,Y,N,P1.a,non-defined mixed,non-defined mixed,IK1,NA,NA,all ind,156,Allozymes,10,Y,NA,NA,2.5999999999999999E-2,NA,1.4E-2,NA,NA,NA,0.16800000000000001,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,plant,plantation,D,P23-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,2010,Nakagawa,Nakagawa et al. 2010,"Nakagawa, M., 2010. Fine-scale genetic structure within plots of Polygala reinii (Polygalaceae) having an ant-dispersal seed. J. Plant Res. 123, 355–362. https://doi.org/10.1007/s10265-009-0276-y",Y,N,N,Y,N
23,35,Polygala reinii,Polygalaceae,herb,herb,Perennial,NA,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,T-s,An,Japan,Forest,Temperate,Y,N,P1.b,non-defined mixed,non-defined mixed,IK2,NA,NA,all ind,60,Allozymes,10,Y,NA,NA,2.5000000000000001E-2,NA,-5.5E-2,NA,NA,NA,0.17,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,plant,plantation,D,P23-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,2010,Nakagawa,Nakagawa et al. 2010,"Nakagawa, M., 2010. Fine-scale genetic structure within plots of Polygala reinii (Polygalaceae) having an ant-dispersal seed. J. Plant Res. 123, 355–362. https://doi.org/10.1007/s10265-009-0276-y",Y,N,N,Y,N
24,36,Sorbus torminalis,Rosaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,France,Temperate forest,Temperate,N,N,P1,adult,adult,22 UM; 8 logging units (reproductive trees),NA,NA,exhaustive,170,microsatellites,6,Y,5.3999999999999999E-2,-1.6999999999999999E-3,2E-3,NA,NA,NA,NA,NA,NA,NA,"Kinship coefficient
Fraternity coefficient","Loiselle et al. 1995
Lynch & Ritland 1999",>10 y,>70 y,silv,Logging 30% trees 1932; Logging by clearing 1960;few UM w/o logging for 15 y,D,P24-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2004,Oddou-Muratorio,Oddou-Muratorio et al. 2004,"Oddou-Muratorio, S., Demesure-Musch, B., Pélissier, R., Gouyon, P.H., 2004. Impacts of gene flow and logging history on the local genetic structure of a scattered tree species, Sorbus torminalis L. Crantz. Mol. Ecol. 13, 3689–3702. https://doi.org/10.1111/j.1365-294X.2004.02373.x",N,Y,Y,Y,N
25,122,Fagus crenata,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Hermaphrodite,m.out,NA,NA,NA,0,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,Japan,Temperate deciduous forest,Temperate,N,N,P1.1,adult,adult,FC adult,379,tree/ha,intensive in plot,287,microsatellites,7,Y,3.4299999999999997E-2,NA,3.2000000000000002E-3,6.9999999999999999E-4,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loisellle et al 1995,NA,NA,und,primary forest,U,P25-Sp2-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2010,Oddou-Muratorio,Oddou-Muratorio et al. 2010,"Oddou-Muratorio, S., Bontemps, A., Klein, E.K., Chybicki, I., Vendramin, G.G., Suyama, Y., 2010. Comparison of direct and indirect genetic methods for estimating seed and pollen dispersal in Fagus sylvatica and Fagus crenata. For. Ecol. Manage. 259, 2151–2159. https://doi.org/10.1016/j.foreco.2010.03.001",Y,Y,N,Y,N
25,37,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Hermaphrodite,m.out,NA,NA,NA,0.01,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,France,"Pine forest, Fagus forest",Temperate,Y,N,P1.1,adult,adult,FS1 adult; recolonization,50,tree/ha,exhaustive sampling of adults in  patches.,96,microsatellites,11,Y,8.2100000000000006E-2,NA,2.18E-2,4.5999999999999999E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,open,recent disturbance and expansion,FL,P25-Sp1-FL,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2010,Oddou-Muratorio,Oddou-Muratorio et al. 2010,"Oddou-Muratorio, S., Bontemps, A., Klein, E.K., Chybicki, I., Vendramin, G.G., Suyama, Y., 2010. Comparison of direct and indirect genetic methods for estimating seed and pollen dispersal in Fagus sylvatica and Fagus crenata. For. Ecol. Manage. 259, 2151–2159. https://doi.org/10.1016/j.foreco.2010.03.001",Y,Y,N,Y,N
25,37,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Hermaphrodite,m.out,NA,NA,NA,0.04,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,France,"Pine forest, Fagus forest",Temperate,Y,N,P2.1,adult,adult,FS2 adult; recolonization,19,tree/ha,exhaustive sampling of adults in  patches.,50,microsatellites,11,Y,7.85E-2,NA,3.5400000000000001E-2,7.6E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,open,recent disturbance and expansion,FL,P25-Sp1-FL,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2010,Oddou-Muratorio,Oddou-Muratorio et al. 2010,"Oddou-Muratorio, S., Bontemps, A., Klein, E.K., Chybicki, I., Vendramin, G.G., Suyama, Y., 2010. Comparison of direct and indirect genetic methods for estimating seed and pollen dispersal in Fagus sylvatica and Fagus crenata. For. Ecol. Manage. 259, 2151–2159. https://doi.org/10.1016/j.foreco.2010.03.001",Y,Y,N,Y,N
25,37,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Hermaphrodite,m.out,NA,NA,NA,0.03,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,France,"Pine forest, Fagus forest",Temperate,Y,N,P3.1,adult,adult,FS3 adult; old,44,tree/ha,exhaustive sampling of adults in  patches.,350,microsatellites,5,Y,5.7700000000000001E-2,,8.6999999999999994E-3,1.1999999999999999E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,<20 y,open,"recent disturbance, clear openning by storm 1999",FL,P25-Sp1-FL,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2010,Oddou-Muratorio,Oddou-Muratorio et al. 2010,"Oddou-Muratorio, S., Bontemps, A., Klein, E.K., Chybicki, I., Vendramin, G.G., Suyama, Y., 2010. Comparison of direct and indirect genetic methods for estimating seed and pollen dispersal in Fagus sylvatica and Fagus crenata. For. Ecol. Manage. 259, 2151–2159. https://doi.org/10.1016/j.foreco.2010.03.001",Y,Y,N,Y,N
27,40,Araucaria angustifolia,Araucariaceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,Brazil,Atlantic forest,Tropical,N,Y,P1.prom,defined mixed,defined mixed,"adults, juveniles",NA,NA,exhaustive sampling in patch  (7.2 ha) divided in subpatches (100 m2),290,microsatellites,9,Y,2.0195000000000001E-2,-3.4499999999999999E-3,3.3999999999999998E-3,1.9499999999999999E-3,0.1295,NA,NA,0.55700000000000005,0.63549999999999995,7.78,Nason's coancetsry coefficient,Loiselle et al 1995,<80 y,>80 y,log,low wood exploitation,FL,P27-Sp1-FL,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Sant'Anna,Sant'Anna et al. 2013,"Sant’Anna, C.S., Sebbenn, A.M., Klabunde, G.H.F., Bittencourt, R., Nodari, R.O., Mantovani, A., dos Reis, M.S., 2013. Realized pollen and seed dispersal within a continuous population of the dioecious coniferous Brazilian pine [Araucaria angustifolia (Bertol.) Kuntze]. Conserv. Genet. 14, 601–613. https://doi.org/10.1007/s10592-013-0451-5",Y,Y,Y,Y,N
28,41,Pouteria reticulata,Sapotaceae,tree/shrub,tree,Perennial,NA,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"Bi, Pr",Republic of Panama,Tropical deciduous rainforest,Tropical,N,N,P1.1,adult,adult,BCI adults,NA,NA,random,99,microsatellites,5,Y,3.4000000000000002E-2,-6.0000000000000001E-3,5.9999999999999995E-4,2E-3,NA,NA,NA,0.56000000000000005,0.71,NA,Kinship coefficient,Loiselle et al 1995,uns,>100 y,channel,channel construction,FH,P28-Sp1-FH,N,N,N,N,N,N,N,channel,N,N,N,N,N,N,N,2014,Schroeder,Schroeder et al. 2014,"Schroeder, J.W., Tran, H.T., Dick, C.W., 2014. Fine scale spatial genetic structure in Pouteria reticulata (Engl.) Eyma (Sapotaceae), a dioecious, vertebrate dispersed tropical rain forest tree species. Glob. Ecol. Conserv. 1, 43–49. https://doi.org/10.1016/j.gecco.2014.07.002",Y,Y,Y,Y,N
29,42,Quercus ilex,Fagaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Biotic,Mix-l,"Bi,Ro",Spain,Mediterranean forest,Temperate,N,N,P1,defined mixed,defined mixed,old+mature+offspring,NA,NA,all adults & juveniles in central quadrant,95,microsatellites,9,Y,NA,NA,3.5000000000000001E-3,NA,-5.6399999999999999E-2,2.3800000000000002E-2,NA,0.76559999999999995,0.72470000000000001,NA,Kinship coefficient,Loiselle et al 1995,<20 y,>20 y,agr+farm,protected of grazing,FH,P29-Sp1-FH,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2007,Soto,Soto et al. 2007,"Soto, A., Lorenzo, Z., Gil, L., 2007. Differences in fine-scale genetic structure and dispersal in Quercus ilex L. and Q. suber L.: Consequences for regeneration of mediterranean open woods. Heredity (Edinb). 99, 601–607. https://doi.org/10.1038/sj.hdy.6801007",Y,N,N,Y,N
29,43,Quercus suber,Fagaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Biotic,Mix-l,"Bi,Ro",Spain,Mediterranean forest,Temperate,N,N,P1,defined mixed,defined mixed,old+mature+offspring,NA,NA,all adults & juveniles in central quadrant,96,microsatellites,9,Y,NA,NA,2.29E-2,NA,-7.1499999999999994E-2,6.1100000000000002E-2,NA,0.55089999999999995,0.51870000000000005,NA,Kinship coefficient,Loiselle et al 1995,<20 y,>20 y,agr+farm,protected of grazing,FH,P29-Sp2-FH,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2007,Soto,Soto et al. 2007,"Soto, A., Lorenzo, Z., Gil, L., 2007. Differences in fine-scale genetic structure and dispersal in Quercus ilex L. and Q. suber L.: Consequences for regeneration of mediterranean open woods. Heredity (Edinb). 99, 601–607. https://doi.org/10.1038/sj.hdy.6801007",Y,N,N,Y,N
30,44,Psychotria acuminata,Rubiaceae,tree/shrub,shrub,Perennial,Evergreen,Hermaphrodite,m.out,SI.heterostyly,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Republic of Panama,Moist tropical forest,Tropical,N,N,P1,non-defined mixed,non-defined mixed,BCI,82.9,ind/ha,200 random ind,200,AFLP,2,Y,0.14000000000000001,-0.03,3.5999999999999997E-2,NA,0,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,uns,,channel,channel construction,FH,P30-Sp1-FH,N,N,N,N,N,N,N,channel,N,N,N,N,N,N,N,2014,Theim,Theim et al. 2014,"Theim, T.J., Shirk, R.Y., Givnish, T.J., 2014. Spatial genetic structure in four understory Psychotria species (Rubiaceae) and implications for tropical forest diversity. Am. J. Bot. 101, 1189–1199. https://doi.org/10.3732/ajb.1300460",Y,Y,Y,Y,"datadryad.org, doi: 10.506 l/dryad.c2"
30,45,Psychotria hoffmannseggiana,Rubiaceae,tree/shrub,shrub,Perennial,Evergreen,Hermaphrodite,m.self,SC.monomorphic,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Republic of Panama,Moist tropical forest,Tropical,N,N,P1,non-defined mixed,non-defined mixed,BCI,142.9,ind/ha,200 random ind,200,AFLP,2,Y,0.12,-0.02,2.3E-2,NA,0,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,uns,,channel,channel construction,FH,P30-Sp2-FH,N,N,N,N,N,N,N,channel,N,N,N,N,N,N,N,2014,Theim,Theim et al. 2014,"Theim, T.J., Shirk, R.Y., Givnish, T.J., 2014. Spatial genetic structure in four understory Psychotria species (Rubiaceae) and implications for tropical forest diversity. Am. J. Bot. 101, 1189–1199. https://doi.org/10.3732/ajb.1300460",Y,Y,Y,Y,"datadryad.org, doi: 10.506 l/dryad.c2"
30,46,Psychothria horizontalis,Rubiaceae,tree/shrub,shrub,Perennial,Evergreen,Hermaphrodite,m.out,SI.heterostyly,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Republic of Panama,Moist tropical forest,Tropical,N,N,P1,non-defined mixed,non-defined mixed,BCI,154.6,ind/ha,200 random ind,200,AFLP,2,Y,0.1,-0.01,1.4999999999999999E-2,NA,0,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,uns,,channel,channel construction,FH,P30-Sp3-FH,N,N,N,N,N,N,N,channel,N,N,N,N,N,N,N,2014,Theim,Theim et al. 2014,"Theim, T.J., Shirk, R.Y., Givnish, T.J., 2014. Spatial genetic structure in four understory Psychotria species (Rubiaceae) and implications for tropical forest diversity. Am. J. Bot. 101, 1189–1199. https://doi.org/10.3732/ajb.1300460",Y,Y,Y,Y,"datadryad.org, doi: 10.506 l/dryad.c2"
30,47,Psychothria marginata,Rubiaceae,tree/shrub,shrub,Perennial,Evergreen,Hermaphrodite,m.out,SI.heterostyly,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Republic of Panama,Moist tropical forest,Tropical,N,N,P1,non-defined mixed,non-defined mixed,BCI,101.2,ind/ha,200 random ind,200,AFLP,2,Y,0.21,-0.04,4.5999999999999999E-2,NA,0,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,uns,,channel,channel construction,FH,P30-Sp4-FH,N,N,N,N,N,N,N,channel,N,N,N,N,N,N,N,2014,Theim,Theim et al. 2014,"Theim, T.J., Shirk, R.Y., Givnish, T.J., 2014. Spatial genetic structure in four understory Psychotria species (Rubiaceae) and implications for tropical forest diversity. Am. J. Bot. 101, 1189–1199. https://doi.org/10.3732/ajb.1300460",Y,Y,Y,Y,"datadryad.org, doi: 10.506 l/dryad.c2"
31,48,Ceratiola ericoides,Empetraceae,tree/shrub,shrub,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Shrubland,Tropical,Y,N,P1,defined mixed,defined mixed,CBK smaller population,NA,NA,exhaustive sampling,146,Allozymes,4,Y,NA,NA,3.8E-3,NA,NA,NA,NA,NA,5.8999999999999997E-2,NA,multiallelic codominant multilocus,Smouse & Peakall 1999,>10 y,>10 y,fire,localized fire every 5 y,D,P31-Sp1-D,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2008,Trapnell,Trapnell et al. 2008,"Theim, T.J., Shirk, R.Y., Givnish, T.J., 2014. Spatial genetic structure in four understory Psychotria species (Rubiaceae) and implications for tropical forest diversity. Am. J. Bot. 101, 1189–1199. https://doi.org/10.3732/ajb.1300460",Y,N,N,Y,N
31,48,Ceratiola ericoides,Empetraceae,tree/shrub,shrub,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Mix-l,Bi,USA,Shrubland,Tropical,Y,N,P2,defined mixed,defined mixed,FTG,NA,NA,exhaustive sampling,500,Allozymes,4,Y,NA,NA,4.1099999999999998E-2,NA,NA,NA,NA,NA,1.4999999999999999E-2,NA,multiallelic codominant multilocus,Smouse & Peakall 1999,0 y,<40 y,fire,fire every 3 y from 1970,D,P31-Sp1-D,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2008,Trapnell,Trapnell et al. 2008,"Theim, T.J., Shirk, R.Y., Givnish, T.J., 2014. Spatial genetic structure in four understory Psychotria species (Rubiaceae) and implications for tropical forest diversity. Am. J. Bot. 101, 1189–1199. https://doi.org/10.3732/ajb.1300460",Y,N,N,Y,N
32,49,Castanopsis sclerophylla,Fagaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,China,Subtropical evergreen forest,Tropical,Y,Y,P2.prom,defined mixed,defined mixed,Laoshan Island pre; 875 ha; moderadamente fragmentado,NA,NA,exhaustive sampling in patches. Subpatches 20m from border,257,microsatellites,8,Y,NA,-8.3000000000000001E-3,8.3999999999999995E-3,NA,NA,NA,0.11,0.54500000000000004,0.61,7.35,Kinship coefficient,Loiselle et al. 1995,uns,>50 y,damn,construction of damn in 1959 produced a lake,FH,P32-Sp1-FH,N,N,N,N,N,N,N,damn,N,N,N,N,N,N,N,2011,Wang,Wang et al. 2011,"Wang, R., Compton, S.G., Chen, X.Y., 2011. Fragmentation can increase spatial genetic structure without decreasing pollen-mediated gene flow in a wind-pollinated tree. Mol. Ecol. 20, 4421–4432. https://doi.org/10.1111/j.1365-294X.2011.05293.x",Y,N,Y,Y,https://doi.org/10.5061/dryad.500dm
32,49,Castanopsis sclerophylla,Fagaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,China,Subtropical evergreen forest,Tropical,Y,Y,P3.prom,defined mixed,defined mixed,"Xianshan Peninsula post; continental area, continuous forest >2500 ha",NA,NA,exhaustive sampling in patches. Subpatches 20m from border,307,microsatellites,8,Y,NA,-5.4000000000000003E-3,5.4000000000000003E-3,NA,NA,NA,0.16700000000000001,0.52500000000000002,0.63,7.78,Kinship coefficient,Loiselle et al. 1995,uns,>50 y,damn,construction of damn in 1959 produced a lake,FH,P32-Sp1-FH,N,N,N,N,N,N,N,damn,N,N,N,N,N,N,N,2011,Wang,Wang et al. 2011,"Wang, R., Compton, S.G., Chen, X.Y., 2011. Fragmentation can increase spatial genetic structure without decreasing pollen-mediated gene flow in a wind-pollinated tree. Mol. Ecol. 20, 4421–4432. https://doi.org/10.1111/j.1365-294X.2011.05293.x",Y,N,Y,Y,https://doi.org/10.5061/dryad.500dm
42,64,Primula vulgaris,Primulaceae,herb,herb,Perennial,Evergreen,Hermaphrodite,m.out,SI.distily,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,Belgium,Moist deciduous forest,Temperate,Y,N,P1,adult,adult,Vakeleie,NA,NA,reproductive ind (% pop),92,Allozymes,15,Y,0.06,-1.23E-2,1.2999999999999999E-2,NA,NA,NA,2.7499999999999998E-3,5.9249999999999997E-2,5.9749999999999998E-2,1.1725000000000001,Kinship coefficient,Loiselle et al 1995,0 y,uns,agr,Intensive agriculture,FM,P42-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2003,Van Rossum,Van Rossum & Triest 2003,"Van Rossum, F., Triest, L., 2003. Spatial Genetic Structure and Reproductive Success in Fragmented and Continuous Populations of Primula vulgaris. Folia Geobot. 38, 239–254.",N,Y,Y,Y,N
42,64,Primula vulgaris,Primulaceae,herb,herb,Perennial,Evergreen,Hermaphrodite,m.out,SI.distily,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,Belgium,Moist deciduous forest,Temperate,Y,N,P2,adult,adult,Pratboos,NA,NA,reproductive ind (% pop),66,Allozymes,15,Y,8.5999999999999993E-2,-1.49E-2,1.6E-2,NA,NA,NA,0.25800000000000001,4.7666667000000003E-2,6.3333333000000006E-2,1.19,Kinship coefficient,Loiselle et al 1995,0 y,uns,agr,Intensive agriculture,FM,P42-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2003,Van Rossum,Van Rossum & Triest 2003,"Van Rossum, F., Triest, L., 2003. Spatial Genetic Structure and Reproductive Success in Fragmented and Continuous Populations of Primula vulgaris. Folia Geobot. 38, 239–254.",N,Y,Y,Y,N
42,64,Primula vulgaris,Primulaceae,herb,herb,Perennial,Evergreen,Hermaphrodite,m.out,SI.distily,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,Belgium,Moist deciduous forest,Temperate,Y,N,P3,adult,adult,Merkenvelde,NA,NA,reproductive ind (% pop),52,Allozymes,15,Y,5.1999999999999998E-2,-1.18E-2,1.2E-2,NA,NA,NA,8.3000000000000004E-2,5.8000000000000003E-2,6.3E-2,1.19,Kinship coefficient,Loiselle et al 1995,0 y,uns,agr,Intensive agriculture,FM,P42-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2003,Van Rossum,Van Rossum & Triest 2003,"Van Rossum, F., Triest, L., 2003. Spatial Genetic Structure and Reproductive Success in Fragmented and Continuous Populations of Primula vulgaris. Folia Geobot. 38, 239–254.",N,Y,Y,Y,N
44,66,Primula veris,Primulaceae,herb,herb,Perennial,Evergreen,Hermaphrodite,m.out,SI.distily,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,Belgium,Grassland,Temperate,Y,N,P1,adult,adult,Moeren (WH),0.82,NA,flowering ind in transects ,75,Allozymes,13,Y,1.7999999999999999E-2,-1.38E-2,1.4E-2,NA,0.34399999999999997,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,0 y,decades,agr,Intensive agriculture,FM,P44-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2007,Van Rossum,Van Rossum & Triest 2007,"Van Rossum, F., Triest, L., 2007. Fine-scale spatial genetic structure of the distylous Primula veris in fragmented habitats. Plant Biol. 9, 374–382. https://doi.org/10.1055/s-2006-924632",Y,Y,Y,Y,N
44,66,Primula veris,Primulaceae,herb,herb,Perennial,Evergreen,Hermaphrodite,m.out,SI.distily,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,Belgium,Grassland,Temperate,Y,N,P2,adult,adult,Pervijze (WH),9.2899999999999991,NA,flowering ind in transects ,75,Allozymes,13,Y,5.8000000000000003E-2,-2.64E-2,2.8000000000000001E-2,NA,0.29499999999999998,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,0 y,decades,agr,Intensive agriculture,FM,P44-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2007,Van Rossum,Van Rossum & Triest 2007,"Van Rossum, F., Triest, L., 2007. Fine-scale spatial genetic structure of the distylous Primula veris in fragmented habitats. Plant Biol. 9, 374–382. https://doi.org/10.1055/s-2006-924632",Y,Y,Y,Y,N
44,66,Primula veris,Primulaceae,herb,herb,Perennial,Evergreen,Hermaphrodite,m.out,SI.distily,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,Belgium,Grassland,Temperate,Y,N,P3,adult,adult,Veurs (VR),15.2,NA,flowering ind in 3 transects ,75,Allozymes,13,Y,5.8999999999999997E-2,-9.1999999999999998E-3,0.01,NA,0.23100000000000001,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,0 y,decades,agr,Extensive agriculture,FM,P44-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2007,Van Rossum,Van Rossum & Triest 2007,"Van Rossum, F., Triest, L., 2007. Fine-scale spatial genetic structure of the distylous Primula veris in fragmented habitats. Plant Biol. 9, 374–382. https://doi.org/10.1055/s-2006-924632",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,N,N,P1,non-adult,juvenil,Mounana,NA,NA,juvenile trees on recent roads,49,microsatellites,10,Y,4.7600000000000003E-2,-2.01E-2,6.4000000000000003E-3,3.5000000000000001E-3,NA,NA,8.9999999999999993E-3,0.435,0.434,NA,Kinship coeffcient,Loiselle et al 1995,0 y,>10 y,log+agr+min+road,"slash and burn agriculture, minning, roads",FH,P46-Sp1-FH,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P2,non-adult,juvenil,Boumango,NA,NA,juvenile trees on recent roads,88,microsatellites,10,Y,7.8200000000000006E-2,-2.3400000000000001E-2,1.2200000000000001E-2,7.3000000000000001E-3,NA,NA,4.2999999999999997E-2,0.36199999999999999,0.376,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P3,non-adult,juvenil,Okondja,NA,NA,juvenile trees on recent roads,96,microsatellites,10,Y,3.6999999999999998E-2,-1.06E-2,1.38E-2,7.1000000000000004E-3,NA,NA,3.4000000000000002E-2,0.40699999999999997,0.41899999999999998,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
