Paper,ID,species,family,life.fo.cat,life.form,life.cycle,foliage,rep.sys,mating.sys,S.I.,outcross.rate,out.rate.unit,selfing.rate,t.pol,pol.clas,pol.v,t.disp,d.clas,d.vec,country,biome,clim.reg,meta,cohort.mean,pop.name,cohort.grp,cohort,Pob.desc,density,dsensity.unit,sampling.type,N,marker,no.markers,FSGS.significance,F(1),bF,Sp,Sp (SE),f o F,FST,FIS ,Ho,He,AR,Kinship.coefficient,Kinship.coefficient (citation),time.w/o.dist,time.from.dist,disturbance,dist.desc,dist.clas,dist.code,logging,experimental.fragmentation,opening.clearings,agriculture,farming,urbanization,mining,construction,roads,fire,silviculture,agrofoestry,plantations,fertilizers/pesticides,conserved,year,first.author,citation,reference,Sp,F1,B,correlogram,data
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P3,non-adult,juvenil,Okondja,NA,NA,juvenile trees on recent roads,96,microsatellites,10,Y,3.6999999999999998E-2,-1.06E-2,1.38E-2,7.1000000000000004E-3,NA,NA,3.4000000000000002E-2,0.40699999999999997,0.41899999999999998,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P4,non-adult,juvenil,Zomoko,NA,NA,juvenile trees on recent roads,114,microsatellites,10,Y,5.3499999999999999E-2,-9.9000000000000008E-3,1.38E-2,5.4999999999999997E-3,NA,NA,8.7999999999999995E-2,0.51100000000000001,0.55300000000000005,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P5,non-adult,juvenil,Foret des Abeilles,NA,NA,juvenile trees on recent roads,60,microsatellites,10,Y,3.8199999999999998E-2,-1.5299999999999999E-2,1.7000000000000001E-2,7.1999999999999998E-3,NA,NA,3.1E-2,0.50700000000000001,0.51800000000000002,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P6,non-adult,juvenil,Ovan,NA,NA,juvenile trees on recent roads,117,microsatellites,10,Y,6.7799999999999999E-2,-0.01,1.7100000000000001E-2,2.8999999999999998E-3,NA,NA,3.1E-2,0.51100000000000001,0.52500000000000002,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P1.2,adult,adult,Alzira,NA,NA,Non intensive sampling of adults,39,SNP,251,Y,NA,-6.7999999999999996E-3,6.7999999999999996E-3,NA,NA,NA,2.7E-2,NA,0.28999999999999998,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P2.2,adult,adult,Cabanes,NA,NA,Non intensive sampling of adults,31,SNP,251,Y,NA,-1.5599999999999999E-2,1.6E-2,NA,NA,NA,8.3000000000000004E-2,NA,0.24399999999999999,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P3.2,adult,adult,Serra Calderona,NA,NA,Non intensive sampling of adults,64,SNP,251,Y,NA,-1.0699999999999999E-2,1.12E-2,NA,NA,NA,7.0999999999999994E-2,NA,0.3,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P4.1,adult,adult,Eslida,NA,NA,Non intensive sampling of adults,67,microsatellites,9,Y,NA,-1.04E-2,1.09E-2,NA,NA,NA,-6.0000000000000001E-3,NA,0.35899999999999999,2.6059999999999999,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-micros,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P4.2,adult,adult,Eslida,NA,NA,Non intensive sampling of adults,67,SNP,251,Y,NA,-0.01,1.04E-2,NA,NA,NA,5.3999999999999999E-2,NA,0.26600000000000001,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P5.2,adult,adult,Serra d Irta,NA,NA,Non intensive sampling of adults,39,SNP,251,Y,NA,-2E-3,2E-3,NA,NA,NA,3.5999999999999997E-2,NA,0.28000000000000003,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Sclerophyllous semideciduous forests,Temperate,Y,N,P6.1,adult,adult,Montan,NA,NA,Non intensive sampling of adults,31,microsatellites,9,Y,NA,-1.6299999999999999E-2,1.6899999999999998E-2,NA,NA,NA,4.2999999999999997E-2,NA,0.39500000000000002,3.23,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,less frequent fires,D,P54-Sp1-D-micros,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Sclerophyllous semideciduous forests,Temperate,Y,N,P6.2,adult,adult,Montan,NA,NA,Non intensive sampling of adults,31,SNP,251,Y,NA,-1.37E-2,1.43E-2,NA,NA,NA,6.5000000000000002E-2,NA,0.28000000000000003,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,less frequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
57,81,Pyrus bourgaeana,Rosaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,SI.gam.prob,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"MMa, Un",Spain,Mediterranean landscape,Temperate,Y,N,P1,adult,adult,RV genet,8.8999999999999996E-2,ind/ha,exhaustive reproductive ind ,40,microsatellites,7,Y,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,log+fire,"land-use change, wood exploitation and fire",FM,P57-Sp1-FM,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2019,Castilla,Castilla et al. 2019,"Castilla, A.R., Garrote, P.J., Żywiec, M., Calvo, G., Suárez-Esteban, A., Delibes, M., Godoy, J.A., Picó, F.X., Fedriani, J.M., 2019. Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine-scale spatial genetic structure. Mol. Ecol. 28, 4363–4374. https://doi.org/10.1111/mec.15233",Y,N,N,Y,https ://doi.org/10.5061/dryad.6t72p3j
57,81,Pyrus bourgaeana,Rosaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,SI.gam.prob,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"MMa, Un",Spain,Mediterranean landscape,Temperate,Y,N,P2,adult,adult,MG genet,0.39600000000000002,ind/ha,exhaustive reproductive ind ,38,microsatellites,8,Y,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,log+fire,"land-use change, wood exploitation and fire",FM,P57-Sp1-FM,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2019,Castilla,Castilla et al. 2019,"Castilla, A.R., Garrote, P.J., Żywiec, M., Calvo, G., Suárez-Esteban, A., Delibes, M., Godoy, J.A., Picó, F.X., Fedriani, J.M., 2019. Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine-scale spatial genetic structure. Mol. Ecol. 28, 4363–4374. https://doi.org/10.1111/mec.15233",Y,N,N,Y,https ://doi.org/10.5061/dryad.6t72p3j
64,88,Orchis purpurea,Orchidaceae,herb,herb,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Forest,Temperate,Y,N,P1.1,adult,adult,adults,0.13600000000000001,ind/m2,exhaustive,144,AFLP,3,Y,3.9100000000000003E-2,-1.95E-2,1.95E-2,NA,NA,NA,NA,NA,0.2069,NA,Kinship coefficient,Hardy 2003,<20 y,>20 y,silv,Cambio de manejo a bosque de altura,D,P64-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2006,Jacquemyn,Jacquemyn et al. 2006,"Jacquemyn, H., Brys, R., Vandepitte, K., Honnay, O., Roldán-Ruiz, I., 2006. Fine-scale genetic structure of life history stages in the food-deceptive orchid Orchis purpurea. Mol. Ecol. 15, 2801–2808. https://doi.org/10.1111/j.1365-294X.2006.02978.x",Y,Y,Y,Y,N
64,88,Orchis purpurea,Orchidaceae,herb,herb,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Grassland,Temperate,Y,N,P2.1,adult,adult,adults,0.45900000000000002,ind/m2,exhaustive,78,AFLP,3,Y,4.0500000000000001E-2,-2.3900000000000001E-2,2.4899999999999999E-2,NA,NA,NA,NA,NA,0.2117,NA,Kinship coefficient,Hardy 2003,<20 y,>20 y,fert,fertilizer,D,P64-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,N,N,fertilizers,N,2006,Jacquemyn,Jacquemyn et al. 2006,"Jacquemyn, H., Brys, R., Vandepitte, K., Honnay, O., Roldán-Ruiz, I., 2006. Fine-scale genetic structure of life history stages in the food-deceptive orchid Orchis purpurea. Mol. Ecol. 15, 2801–2808. https://doi.org/10.1111/j.1365-294X.2006.02978.x",Y,Y,Y,Y,N
65,89,Orchis mascula,Orchidaceae,herb,herb,Perennial,NA,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Forest,Temperate,Y,N,P1.1,adult,adult,S1 adult,NA,NA,exhaustive in plot,77,AFLP,4,Y,0.21299999999999999,-1.2500000000000001E-2,1.2800000000000001E-2,NA,NA,NA,NA,NA,0.15440000000000001,NA,Kinship coefficient,Hardy 2003,>30 y,uns,und,undisturbed for more than 30 y,U,P65-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2009,Jacquemyn,Jacquemyn et al. 2009,"Jacquemyn, H., Wiegand, T., Vandepitte, K., Brys, R., Roldán-Ruiz, I., Honnay, O., 2009. Multigenerational analysis of spatial structure in the terrestrial, food-deceptive orchid Orchis mascula. J. Ecol. 97, 206–216. https://doi.org/10.1111/j.1365-2745.2008.01464.x",Y,Y,Y,Y,N
65,89,Orchis mascula,Orchidaceae,herb,herb,Perennial,NA,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Forest,Temperate,Y,N,P2.1,adult,adult,S2 adult,NA,NA,exhaustive in plot,94,AFLP,4,Y,1.43E-2,-9.2999999999999992E-3,9.4999999999999998E-3,NA,NA,NA,NA,NA,0.153,NA,Kinship coefficient,Hardy 2003,>30 y,uns,und,undisturbed for more than 30 y,U,P65-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2009,Jacquemyn,Jacquemyn et al. 2009,"Jacquemyn, H., Wiegand, T., Vandepitte, K., Brys, R., Roldán-Ruiz, I., Honnay, O., 2009. Multigenerational analysis of spatial structure in the terrestrial, food-deceptive orchid Orchis mascula. J. Ecol. 97, 206–216. https://doi.org/10.1111/j.1365-2745.2008.01464.x",Y,Y,Y,Y,N
73,97,Prunus serotina,Rosaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,SI,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Poland,Temperate forest,Temperate,Y,N,P2,adult,adult,colonizacion,0.68,,transects in star,180,microsatellites,8,Y,1.43E-2,-6.7200000000000003E-3,6.7999999999999996E-3,NA,NA,NA,1.9E-2,0.68100000000000005,0.69099999999999995,10.625,Kinship coefficient,Loiselle et al 1995,>60 y,since 1960,silv,silviculture,D,P73-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2018,Dering,Dering et al. 2018,"Dering, M., Sękiewicz, K., Iszkuło, G., Chojnacka, A., Tomaszewski, D., Pers-Kamczyc, E., Karolewski, P., 2018. Spatial genetic structure and clonal structure of Prunus serotina during invasive spread. Silva Fenn. 52, 1–21. https://doi.org/10.14214/sf.9987",Y,Y,Y,Y,N
73,97,Prunus serotina,Rosaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,SI,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Poland,Temperate forest,Temperate,Y,N,P3,adult,adult,established population,1.82,,transects in star,446,microsatellites,8,Y,1.1900000000000001E-2,-5.4200000000000003E-3,5.4000000000000003E-3,NA,NA,NA,1.2999999999999999E-2,0.65,0.65700000000000003,10,Kinship coefficient,Loiselle et al 1995,>60 y,since 1960,silv,silviculture,D,P73-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2018,Dering,Dering et al. 2018,"Dering, M., Sękiewicz, K., Iszkuło, G., Chojnacka, A., Tomaszewski, D., Pers-Kamczyc, E., Karolewski, P., 2018. Spatial genetic structure and clonal structure of Prunus serotina during invasive spread. Silva Fenn. 52, 1–21. https://doi.org/10.14214/sf.9987",Y,Y,Y,Y,N
73,97,Prunus serotina,Rosaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,SI,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Poland,Temperate forest,Temperate,Y,N,P4,adult,adult,established population,0.84,,transects in star,205,microsatellites,8,Y,2.3199999999999998E-2,-6.4799999999999996E-3,6.6E-3,NA,NA,NA,0.108,0.60599999999999998,0.67400000000000004,11.12,Kinship coefficient,Loiselle et al 1995,>60 y,since 1960,silv,silviculture,D,P73-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2018,Dering,Dering et al. 2018,"Dering, M., Sękiewicz, K., Iszkuło, G., Chojnacka, A., Tomaszewski, D., Pers-Kamczyc, E., Karolewski, P., 2018. Spatial genetic structure and clonal structure of Prunus serotina during invasive spread. Silva Fenn. 52, 1–21. https://doi.org/10.14214/sf.9987",Y,Y,Y,Y,N
75,99,Syagrus romanzoffiana,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,0,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Atlantic forest,Tropical,Y,N,P5,non-adult,seedling,58600,NA,NA,quadrant/exhaustive,52,microsatellites,9,Y,7.8E-2,-8.9999999999999993E-3,8.9999999999999993E-3,NA,NA,NA,5.2999999999999999E-2,NA,0.54,5.61,Kinship coefficient,Loiselle et al 1995,uns,NA,und,w/o recent disturbance,U,P75-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2017,Giombini,Giombini et al. 2017,"Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Y,Y,Y,Y,Y
75,99,Syagrus romanzoffiana,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,0,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Atlantic forest,Tropical,Y,N,P6,non-adult,seedling,58600,NA,NA,quadrant/exhaustive,52,microsatellites,9,Y,2.5000000000000001E-2,-8.0000000000000002E-3,8.0000000000000002E-3,NA,NA,NA,5.5E-2,NA,0.55000000000000004,6.36,Kinship coefficient,Loiselle et al 1995,uns,NA,und,w/o recent disturbance,U,P75-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2017,Giombini,Giombini et al. 2017,"Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Y,Y,Y,Y,Y
75,99,Syagrus romanzoffiana,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,0,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Atlantic forest,Tropical,Y,N,P7,non-adult,seedling,58600,NA,NA,quadrant/exhaustive,51,microsatellites,9,Y,-2.4E-2,-2.4E-2,2.5999999999999999E-2,NA,NA,NA,0.04,NA,0.52,5.61,Kinship coefficient,Loiselle et al 1995,uns,NA,und,w/o recent disturbance,U,P75-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2017,Giombini,Giombini et al. 2017,"Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Y,Y,Y,Y,Y
75,99,Syagrus romanzoffiana,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,0.01,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Atlantic forest,Tropical,Y,N,P1,non-adult,seedling,90 ha ,NA,NA,quadrant/exhaustive,52,microsatellites,9,Y,0.126,-2.7E-2,3.1E-2,NA,NA,NA,8.0000000000000002E-3,NA,0.53,5.38,Kinship coefficient,Loiselle et al 1995,NA,< 40 y,open+urb,open areas by human settlements,FH,P75-Sp1-FH,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,2017,Giombini,Giombini et al. 2017,"Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Y,Y,Y,Y,Y
75,99,Syagrus romanzoffiana,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,0.01,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Atlantic forest,Tropical,Y,N,P2,non-adult,seedling,150,NA,NA,quadrant/exhaustive,52,microsatellites,9,Y,7.0000000000000007E-2,-8.0000000000000002E-3,8.0000000000000002E-3,NA,NA,NA,6.0000000000000001E-3,NA,0.56000000000000005,5.42,Kinship coefficient,Loiselle et al 1995,NA,< 40 y,open+urb,open areas by human settlements,FH,P75-Sp1-FH,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,2017,Giombini,Giombini et al. 2017,"Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Y,Y,Y,Y,Y
75,99,Syagrus romanzoffiana,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,0.01,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Atlantic forest,Tropical,Y,N,P3,non-adult,seedling,25,NA,NA,quadrant/exhaustive,52,microsatellites,9,Y,0.10199999999999999,-2.9000000000000001E-2,3.2000000000000001E-2,NA,NA,NA,-8.0000000000000002E-3,NA,0.53,5.7,Kinship coefficient,Loiselle et al 1995,NA,< 40 y,open+urb,open areas by human settlements,FH,P75-Sp1-FH,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,2017,Giombini,Giombini et al. 2017,"Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Y,Y,Y,Y,Y
