queue_id,candidate_openalex_id,doi,title,publication_year,first_author,source_name,layer_hints,pair_families,abstract_available,triage_class,workload_priority_basis,screening_status,outcome_opened
CFTQ0169,W2128753761,10.1111/j.1438-8677.2012.00646.x,Pollen dispersal and fruit production in Vaccinium oxycoccos and comparison with its sympatric congener V. uliginosum,2012,Fabienne Van Rossum,Plant Biology,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0170,W2135544516,10.1657/1938-4246-44.3.350,Spatial Genetic Structure of the Sedge Carex Nigra Reflects Hydrological Conditions in an Alpine Fen,2012,Daniela Listl,Arctic Antarctic and Alpine Research,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0171,W2136720680,10.1017/s0266467412000089,Increased female reproduction favours the large-seeded palm Attalea humilis in small Atlantic Forest fragments,2012,Cecilia Siliansky de Andreazzi,Journal of Tropical Ecology,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0172,W2138218483,10.1093/jhered/ess070,Linking Phenology to Mating System: Exploring the Reproductive Biology of the Threatened Palm Species Butia eriospatha,2012,Alison Gonçalvez Nazareno,Journal of Heredity,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0173,W2161756560,10.1111/j.1744-7429.2012.00860.x,Effects of Local Plant Density and Incomplete Dichogamy on the Reproductive Success of the Rare Neotropical Palm G eonoma epetiolata,2012,Silvana Martén‐Rodríguez,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0174,W580551295,10.3724/sp.j.1227.2012.00019,"Reproduction of Hedysarum scoparium (Fa-baceae) in patched habitat is pollen limited, but not just pollinator limited",2012,Chengchen Pan,Journal of Arid Land,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0175,W1522368918,10.1111/j.1365-2745.2010.01775.x,River dynamics shape clonal diversity and genetic structure of an Amazonian understorey herb,2011,Matthias Schleuning,Journal of Ecology,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0176,W1522505846,10.1111/j.1438-8677.2011.00452.x,Pollen limitation and inbreeding depression in an ‘old rare’ bumblebee‐pollinated grassland herb,2011,Thomas Becker,Plant Biology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0177,W1533215160,10.1111/j.1442-1984.2011.00326.x,Pollen source affects female reproductive success and early offspring traits in the rare endemic plant Polemonium vanbruntiae (Polemoniaceae),2011,Laura Hill Bermingham,Plant Species Biology,I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0178,W1772435961,10.3906/bot-1001-279,A comparative assessment of fruit formation in some orchid species from the southern Caucasus region,2011,Houshang Nosrati,TURKISH JOURNAL OF BOTANY,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0179,W2037603749,10.1371/journal.pone.0016111,Ecological Implications of a Flower Size/Number Trade-Off in Tropical Forest Trees,2011,Chris J. Kettle,PLoS ONE,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0180,W2074336867,10.1016/j.sajb.2011.06.007,The cost of being specialized: Pollinator limitation in the endangered geophyte Brunsvigia litoralis (Amaryllidaceae) in the Cape Floristic Region of South Africa,2011,Sjirk Geerts,South African Journal of Botany,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0181,W2074708407,10.1590/s0001-37652011005000014,Effects of environmental conditions associated to the cardinal orientation on the reproductive phenology of the cerrado savanna tree Xylopia aromatica (Annonaceae),2011,Maria Gabriela Gutierrez Camargo,Anais da Academia Brasileira de Ciências,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0182,W2076204258,10.1111/j.1600-0706.2011.19516.x,Competition versus facilitation: conspecific effects on pollinator visitation and seed set in the iris Lapeirousia oreogena,2011,Steven D. Johnson,Oikos,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0183,W2098373260,10.5822/978-1-61091-021-7_11,"Human Impacts on Pollination, Reproduction, and Breeding Systems in Tropical Forest Plants",2011,Maurício Quesada,Island Press/Center for Resource Economics eBooks,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0184,W2122881779,10.1111/j.1365-294x.2011.05228.x,Back from the brink: potential for genetic rescue in a critically endangered tree,2011,Aline Finger,Molecular Ecology,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0185,W2126359320,10.3354/meps09576,Where a male is hard to find: consequences of male rarity in the surfgrass Phyllospadix torreyi,2011,CA Buckel,Marine Ecology Progress Series,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0186,W2128586829,10.1111/j.1472-4642.2011.00835.x,Importance of demography and dispersal for the resilience and restoration of a critically endangered tropical conifer Araucaria nemorosa,2011,Chris J. Kettle,Diversity and Distributions,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0187,W2145376460,10.1111/j.1744-7429.2011.00752.x,Population Status and Reproductive Success of an Endangered Epiphytic Orchid in a Fragmented Landscape,2011,Víctor Parra‐Tabla,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0188,W2145827522,10.3732/ajb.1000515,"Pollinator‐mediated gene flow fosters genetic variability in a narrow alpine endemic, Abronia alpina (Nyctaginaceae)",2011,Meredith D. Jabis,American Journal of Botany,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0189,W2158000823,10.1093/aob/mcr290,Non-additive effects of pollen limitation and self-incompatibility reduce plant reproductive success and population viability,2011,Andrew G. Young,Annals of Botany,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0190,W2169865832,10.3732/ajb.1000151,Seed dormancy in Trillium camschatcense (Melanthiaceae) and the possible roles of light and temperature requirements for seed germination in forests,2011,Tetsuya Kondo,American Journal of Botany,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0191,W1546599664,10.1111/j.1365-2745.2010.01701.x,Biological Flora of the British Isles:Spiranthes spiralis(L.) Chevall.,2010,Hans Jacquemyn,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0192,W1582285076,10.1111/j.1442-9993.2010.02221.x,Recruitment limitation in dry sclerophyll forests: Regeneration requirements and potential density-dependent effects in Eucalyptus tricarpa (L.A.S. Johnson) L.A.S. Johnson & K.D. Hill (Myrtaceae),2010,Corinna Orscheg,Austral Ecology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0193,W1587384007,10.1111/j.1365-2745.2010.01732.x,The tolerance of island plant–pollinator networks to alien plants,2010,Christopher N. Kaiser‐Bunbury,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0194,W1859523549,10.1111/j.1365-294x.2010.04638.x,"When North and South don’t mix: genetic connectivity of a recently endangered oceanic cycad, Cycas micronesica, in Guam using EST-microsatellites",2010,Angélica Cibrián‐Jaramillo,Molecular Ecology,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0195,W1864516438,10.1111/j.1365-2699.2010.02331.x,Patterns of population genetic diversity in riparian and aquatic plant species along rivers,2010,Olivier Honnay,Journal of Biogeography,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0196,W1907917033,10.1111/j.1523-1739.2010.01459.x,Effects of Forest Fragmentation on Seed Dispersal and Seedling Establishment in Ornithochorous Trees,2010,José M. Herrera,Conservation Biology,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0197,W2053002566,10.1086/657433,Pollinator Behavior Mediates Negative Interactions between Two Congeneric Invasive Plant Species,2010,Suann Yang,The American Naturalist,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0198,W2068572506,10.1111/j.1442-1984.2009.00264.x,Crossing barriers between the unrewarding Mediterranean orchids Serapias vomeracea and Serapias cordigera,2010,Francesca Bellusci,Plant Species Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0199,W2071806492,10.4025/actascibiolsci.v32i4.7148,Aspects of the reproductive biology of Brassavola cebolleta Rchb.f. (Orchidaceae),2010,André Rodrigo Rech,Acta Scientiarum Biological Sciences,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0200,W2128307342,10.3732/ajb.0900148,"Genetic effects of chronic habitat fragmentation revisited: Strong genetic structure in a temperate tree, Taxus baccata (Taxaceae), with great dispersal capability",2010,Marta Dubreuil,American Journal of Botany,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0201,W2136032264,10.1111/j.1442-1984.2009.00262.x,Autogamy in Boronia falcifolia : consequences for inbreeding and persistence in fragmented coastal heaths,2010,Alison Shapcott,Plant Species Biology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0202,W2138259279,10.1111/j.1365-2745.2009.01629.x,Combined effects of Impatiens glandulifera invasion and landscape structure on native plant pollination,2010,Ígnasi Bartomeus,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0203,W2145282300,10.1111/j.1744-7429.2010.00663.x,"Effects of Inbreeding, Outbreeding, and Supplemental Pollen on the Reproduction of a Hummingbird-pollinated Clonal Amazonian Herb",2010,Matthias Schleuning,Biotropica,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0204,W2148881139,10.1890/09-0785.1,Effects of forest fragmentation on the seedling recruitment of a tropical herb: assessing seed vs. safe‐site limitation,2010,María Teresa Uriarte,Ecology,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0205,W2177023469,10.1086/650154,Effects of Florivory on the Pollination of Flowers: An Experimental Field Study with a Perennial Plant,2010,Yuria J. Cardel,International Journal of Plant Sciences,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0206,W2288934135,10.18725/oparu-1854,"Floral biology, breeding system, pollination and reproductive success of selected understory tree species in fragments of Atlantic rainforest in Pernambuco, Northeast Brazil",2010,Marcus P. Braun,OPen Access Repositorium der Universität Ulm (OPARU) (Ulm University),I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0207,W1797196948,10.1111/j.1365-2745.2009.01590.x,Effects of patch size and density on flower visitation and seed set of wild plants: a pan‐European approach,2009,Jens Dauber,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0208,W1975997590,10.1111/j.1365-2745.2009.01513.x,Biological Flora of the British Isles: Primula vulgaris Huds. (P. acaulis (L.) Hill),2009,Hans Jacquemyn,Journal of Ecology,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0209,W1985299823,10.1111/j.1744-7429.2009.00524.x,Reproduction of Byrsonima sericea (Malpighiaceae) in Restinga Fragmented Habitats in Southeastern Brazil,2009,Bernardo S. Dunley,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0210,W1998800282,10.1515/bot.2010.004,The effect of boat propeller scarring intensity on genetic variation in a subtropical seagrass species,2009,Patrick D. Larkin,Botanica Marina,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0211,W2021472902,10.1111/j.1600-0706.2009.17300.x,Habitat disturbance reduces seed dispersal of a forest interior tree in a fragmented African cloud forest,2009,Valérie Lehouck,Oikos,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0212,W2120262047,10.1674/0003-0031-163.1.146,Reproductive Ecology of Trillium recurvatum (Trilliaceae) in Wisconsin,2009,Neil W. Sawyer,The American Midland Naturalist,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0213,W2120343262,10.1093/aob/mcp007,"Limited mate availability decreases reproductive success of fragmented populations of Linnaea borealis, a rare, clonal self-incompatible plant",2009,Andrew Rutherford Scobie,Annals of Botany,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0214,W2142187774,10.1093/aob/mcp241,"Hanging by a coastal strand: breeding system of a federally endangered morning-glory of the south-eastern Florida coast, Jacquemontia reclinata",2009,Elena C. Pinto-Torres,Annals of Botany,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0215,W2142701442,10.1890/07-1208.1,Disperser limitation and recruitment of an endemic African tree in a fragmented landscape,2009,Norbert J. Cordeiro,Ecology,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0216,W1591429480,10.1111/j.1365-2745.2008.01418.x,Biological Flora of the British Isles: Primula elatior (L.) Hill,2008,Kenneth Taylor,Journal of Ecology,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0217,W1971362750,10.1111/j.1438-8677.2008.00109.x,Microspatial population genetic structure of the Mediterranean shrub Fumana thymifolia,2008,Alistair S. Jump,Plant Biology,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0218,W2001707650,10.1111/j.1365-2745.2008.01434.x,"Relative frequency of sympatric species influences rates of interspecific hybridization, seed production and seedling performance in the uncommon Eucalyptus aggregata",2008,David Luke Field,Journal of Ecology,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0219,W2104405958,10.1093/aob/mcn200,"Ecology and genetic diversity of the dense-flowered orchid, Neotinea maculata, at the centre and edge of its range",2008,Karl J. Duffy,Annals of Botany,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0220,W2104726342,10.1093/aob/mcn195,Limitations to Reproductive Output and Genetic Rescue in Populations of the Rare Shrub Grevillea repens (Proteaceae),2008,Gareth D. Holmes,Annals of Botany,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0221,W2113399683,10.1111/j.1461-0248.2008.01157.x,Landscape effects on crop pollination services: are there general patterns?,2008,Taylor H. Ricketts,Ecology Letters,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0222,W2116958961,10.1111/j.1744-7429.2008.00484.x,Reproduction in Wild Populations of the Threatened TreeMacadamia tetraphylla: Interpopulation Pollen Enriches Fecundity in a Declining Species,2008,Philip Pisanu,Biotropica,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0223,W2130083208,10.1098/rspb.2008.0894,Neighbourhood density and genetic relatedness interact to determine fruit set and abortion rates in a continuous tropical tree population,2008,F. Andrew Jones,Proceedings of the Royal Society B Biological Sciences,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0224,W2156265209,10.1111/j.1752-4571.2007.00013.x,"Adaptation, migration or extirpation: climate change outcomes for tree populations",2008,Sally N. Aitken,Evolutionary Applications,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0225,W4205496739,10.1111/j.1442-9993.2004.tb00310.x,Breeding system. pollination and demography in the rare granite endemic shrub Verticordia staminosa ssp. staminosa in south-west Western Australia,2008,Colin J. Yates,Austral Ecology,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0226,W1492038667,10.1111/j.1365-2664.2006.01262.x,Seed dispersal and recruitment limitation are barriers to native recolonization of old‐fields in western Australia,2007,Rachel Jayne Standish,Journal of Applied Ecology,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0227,W1975051049,10.1111/j.1469-8137.2007.02223.x,Spatial aspects of seed dispersal and seedling recruitment in orchids,2007,Jana Jersáková,New Phytologist,I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0228,W1988747402,10.1086/513469,Pollination Success and Reproductive Output in Experimental Populations of the Self‐Incompatible Primula vulgaris,2007,Rein Brys,International Journal of Plant Sciences,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0229,W2015786911,10.1111/j.0030-1299.2007.15963.x,Direct and indirect effects of habitat area and matrix composition on species interactions among flower‐visiting insects,2007,Tim Diekötter,Oikos,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0230,W2054688741,10.1111/j.1744-7429.2007.00317.x,"Forest Fragmentation Reduces Seed Dispersal of Duckeodendron cestroides, a Central Amazon Endemic",2007,Jennifer M. Cramer,Biotropica,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0231,W2117512986,10.1086/511313,Patch Aging and the S ‐Allee Effect: Breeding System Effects on the Demographic Response of Plants to Habitat Fragmentation,2007,Stuart Wagenius,The American Naturalist,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0232,W2120533136,10.2980/1195-6860(2007)14[387:srmpli]2.0.co;2,Sex ratio mediated pollen limitation in the dioecious herb Antennaria dioica,2007,Mathias Öster,Ecoscience,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0233,W2131752729,10.3732/ajb.94.10.1594,"Density and seed set in a self‐compatible forb, Penstemon digitalis (Plantaginaceae), with multiple pollinators",2007,Barbara Zorn‐Arnold,American Journal of Botany,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0234,W2152366344,10.1111/j.1442-1984.2007.00189.x,Behavior of queen bumblebee pollinators on Primula sieboldii (Primulaceae) in response to different patch sizes and spacing,2007,Fumiko Ishihama,Plant Species Biology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0235,W1486316284,10.1111/j.1365-2745.2006.01109.x,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)",2006,Derek R. Artz,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0236,W1566870476,10.1111/j.1523-1739.2006.00370.x,Effects of Forest Fragmentation on Phenological Patterns and Reproductive Success of the Tropical Dry Forest Tree Ceiba aesculifolia,2006,Yvonne Herrerías‐Diego,Conservation Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0237,W2016516394,10.1111/j.1442-8903.2006.00248.x,Planting designs in ecological restoration: Insights from the Button Wrinklewort,2006,John W. Morgan,Ecological Management & Restoration,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0238,W2024879274,10.1139/b06-051,Impacts of forest fragmentation on the reproductive success of white spruce (Picea glauca),2006,Lisa O’Connell,Canadian Journal of Botany,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0239,W2041150700,10.1111/j.1442-8903.2006.00311.x,Should we be more critical of remnant seed sources being used for revegetation?,2006,Linda Broadhurst,Ecological Management & Restoration,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0240,W2124363288,10.1560/ijee_52_2_111,"Fragmentation and Pollination Crisis in the Self-Incompatible Iris Bismarckiana (IRIDACEAE), with Implications for Conservation",2006,Bosmat Segal,Israel Journal of Ecology and Evolution,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0241,W2125132195,10.1111/j.0030-1299.2006.14077.x,Consequences of prolonged clonal growth on local and regional genetic structure and fruiting success of the forest perennial Maianthemum bifolium,2006,Olivier Honnay,Oikos,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0242,W2149427681,10.1111/j.1461-0248.2006.00927.x,Plant reproductive susceptibility to habitat fragmentation: review and synthesis through a meta‐analysis,2006,Ramiro J.A. Ovejero Aguilar,Ecology Letters,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0243,W2156570842,10.3732/ajb.93.11.1675,"Effectiveness of bats as pollinators of Stenocereus stellatus (Cactaceae) in wild, managed in situ, and cultivated populations in La Mixteca Baja, central Mexico",2006,Ethel Arias‐Cóyotl,American Journal of Botany,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0244,W2170974104,10.1658/1402-2001(2006)9[279:sdif]2.0.co;2,Seed dispersal in fens,2006,Beth A. Middleton,Applied Vegetation Science,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0245,W2262725599,10.3159/1095-5674(2006)133[403:ltfasp]2.0.co;2,"Limitations to Fruit and Seed Production by Lysimachia Asperulifolia Poir. (primulaceae), a Rare Plant Species of the Carolinas",2006,Misty Ann Franklin,The Journal of the Torrey Botanical Society,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0246,W4248349159,10.1111/j.1654-109x.2006.tb00677.x,Seed dispersal in fens,2006,Beth A. Middleton,Applied Vegetation Science,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0247,W12285835,10.1017/cbo9780511541971.011,Implications of plant spatial distribution for pollination and seed production,2005,Jaboury Ghazoul,Cambridge University Press eBooks,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0248,W2000886284,10.1111/j.1365-294x.2005.02629.x,Regeneration mode affects spatial genetic structure of Nothofagus dombeyi forests,2005,Andrea Cecilia Premoli,Molecular Ecology,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0249,W2002504209,10.1017/s1464793105006731,Pollen and seed dispersal among dispersed plants,2005,Jaboury Ghazoul,Biological reviews/Biological reviews of the Cambridge Philosophical Society,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0250,W2096147484,10.1111/j.1365-294x.2005.02741.x,"Local forest environment largely affects below‐ground growth, clonal diversity and fine‐scale spatial genetic structure in the temperate deciduous forest herb Paris quadrifolia",2005,Hans Jacquemyn,Molecular Ecology,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0251,W4240142367,10.1111/j.1365-2745.2005.01088.x,Journal of Ecology news,2005,Lindsay Haddon,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0252,W1978835312,10.3732/ajb.91.12.2013,Population genetic diversity of the clonal plant Geum reptans (Rosaceae) in the Swiss Alps,2004,Andrea R. Pluess,American Journal of Botany,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
