source_frame,sf06_publication_id,source_publication,n_source_rows,responses,n_species,species,families,land_use_factors,compatibility_systems,sexual_expressions,pollination_contexts,life_forms,ecosystem_types,countries,multilayer_screen_status,screening_note,outcome_opened
SF06,SF06P140,Lundell et al. (2015) Folia Geobotanica 50:13- 23,1,Female fitness,1,Chimaphila_umbellata,Ericaceae,Habitat Fragmentation,NA,hermaphrodite,invertebrate generalist,shrub,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P141,Lázaro et al. (2020) Ecological Applications 30:e02099,2,Female fitness,2,Geum_urbanum; Ranunculus_acris,Rosaceae; Ranunculacea,Habitat Fragmentation,SC; SI,hermaphrodite,invertebrate generalist; invertebrate; generalist,herb,extratropical,Norway,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P142,Magrach et al. (2012) Austral Ecology 37:600- 609,1,Female fitness,1,Mitraria_coccinea,Gesneriaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,hemiparasite,extratropical,Chile,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P143,Magrach et al. (2013) Journal of Ecology 101:713- 721,2,Female fitness; Pollination,1,Tristerix_corymbosus,Loranthaceae,Habitat Fragmentation; Habitat fragmentation,SC; SI,hermaphrodite,vertebrate; specialist; vertebrate; generalist,epiphyte; hemiparasite,extratropical,Chile,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P144,Manoel et al. (2012) Scientia Forestalis/Forest Sciences 40:145- 155,1,Male fitness,1,Copaifera_langsdorffii,Fabaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate specialist,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P145,Matesanz et al. (2015) Plant Biology 17:1047- 1056,3,Female fitness,3,Centaurea_hypssopifolia; Helianthemum_squamatum; Lepidium_subulatum,Asteraceae; Cistaceae; Brassicaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,shrub,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P146,Mathiasen et al. (2007) Conservation Biology 21:232- 240,2,Male fitness,1,Embothrium_coccineum,Proteaceae,Habitat fragmentation,SI,hermaphrodite,vertebrate specialist,tree,extratropical,Argentina,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P147,Matos et al. (2015) Flora 211:1- 10,1,Male fitness,1,Vriesea_gigantea,Bromeliaceae,Habitat fragmentation,SC,hermaphrodite,vertebrate specialist,epifita,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P148,Matsumura & Washitani (2000) Ecological Research 15:307- 322,1,Female fitness,1,Primula_sieboldii,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P149,Medan & Devoto (2017) Plant Systematics and Evolution 303:841- 851,1,Female fitness,1,Ochetophila_trinervis,Rhamnaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,shrub,extratropical,Argentina,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P150,Meekers & Honnay (2011) Plant Ecology 212:1791- 1801,2,Female fitness,2,Gymnadenia_conopsea; Orchis_mascula,Orchidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P151,Michaels et al. (2019) The American Midland Naturalist 182:160- 180,1,Female fitness,1,Lupinus_perennis,Fabaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P152,Milberg & Bertilsson (1997) Flora 192:361- 367,1,Female fitness,1,Dracocephalum_ryuschiana,Lamiaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P153,Millar et al. (2000) Australian Journal of Botany 48:475- 479,1,Male fitness,1,Eucalyptus_marginata,Myrtaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate NA,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P154,Mimura et al. (2009) 18:4180- 4192,1,Male fitness,1,Eucalyptus_globulus,Myrtaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P155,Montgomery et al. (2003) New Zealand Journal of Botany 41:277- 286,1,Female fitness,1,Peraxilla_tetrapetala,Loranthaceae,Habitat Fragmentation,SI,hermaphrodite,both generalist,hemiparasite,extratropical,New Zealand,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P156,Moody-Weis & Heywood (2001) Am J Bot 88:1615- 1622,1,Female fitness,1,Oenothera_macrocarpa,Onagraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P157,Morgan (1999) Conserv Biol 13:266- 273,1,Female fitness,1,Rutidosis_leptorrhynchoides,Asteraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P158,Morgan et al. (2013) International Journal of Plant Sciences 174:1209- 1218,1,Female fitness,1,Leucochrysum_albicans,Asteraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P159,Mustajarvi et al. (2001) J Ecol 89:80- 87,1,Female fitness,1,Viscaria_vulgaris,Caryophyllac,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Finland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P160,Nagamitsu et al. (2016) Ecological Research 31:239- 250,1,Male fitness,1,Prunus_leveilleana,Rosaceae,Habitat fragmentation,SI,hermaphrodite,both generalist,tree,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P161,Nielsen & Ims (2000) Ecoscience 7:157- 165,1,Female fitness,1,Viscaria_vulgaris,Caryophyllac,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Norway,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P162,O'Connell et al. (2006) Heredity 97:418- 426,1,Male fitness,1,Picea_laxa,Pinaceae,Habitat fragmentation,SC,hermaphrodite,wind NA,tree,extratropical,Canada,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P163,Olotu et al. (2012) African Journal of Ecology 50:109- 116,1,Female fitness,1,Mesogyne_insignis,Moraceae,Habitat Fragmentation,NA,monoecious,invertebrate generalist,tree,extratropical,Tanzania,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P164,Omondi et al. (2018) New Forests 49:53- 65,1,Male fitness,1,Senegalia_senegal,Fabaceae,Habitat fragmentation,SI,hermaphrodite,NA; generalist,tree,tropical,Kenya,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P165,Oostermeijer et al. (1998) Conservation Biology 12:1042- 1053,1,Female fitness,1,Gentiana_pneumonanthe,Gentianaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Netherland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P166,Ortego et al. (2014) Journal of Plant Ecology 7:384- 395,2,Female fitness; Male fitness,1,Quercus_ilex,Fagaceae,Habitat Fragmentation; Habitat fragmentation,SI,monoecious,wind NA,tree,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P167,Oyama et al. (2017) Forest Ecology and Management 390:27- 35,2,Male fitness,1,Quercus_castanea,Fagaceae,Habitat fragmentation,SI,monoecious,wind NA,tree,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P168,Parra-Tabla et al. (2011) Biotropica 43:640- 647,1,Female fitness,1,Myrmecophila_christinae,Orchidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,epiphyte,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P169,Parraguirre-Lezama et al. (2004) Agrociencia 38:107- 119,1,Male fitness,1,Pinus_greggii,Pinaceae,Habitat fragmentation,SI,monoecious,wind NA,tree,extratropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P170,ParraTabla et al. (2000) Biol Conserv 94:335- 340,1,Female fitness,1,Trichocentrum_ascendens,Orchidaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; specialist,epiphyte,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P171,Paschke et al. (2002) Am J Bot 89:1250- 1259,1,Female fitness,1,Cochlearia_bavarica,Brassicaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P172,Pauw (2007) Ecology 88:1759- 1769,1,Female fitness,1,Pterygodium_catholicum,Orchidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P173,Pearion (2015) The Journal of the Torrey Botanical Society 142:38- 50,1,Female fitness,1,Mononeuria_patula,Caryophyllac,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P174,Pellegrino & Bellusci (2014) Botanical Journal of the Linnean Society 176:408- 420,1,Female fitness,1,Serapias_cordigera,Ochidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate; specialist,epiphyte,extratropical,Italy,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P175,Pellegrino et al. (2015) BMC Plant Biology 15:1- 10,1,Female fitness,1,Serapias_lingua,Ochidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate; specialist,epiphyte,extratropical,Italy,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P176,Pereyra et al. (2015) Arthropod-Plant Interactions 9:175- 186,1,Female fitness,1,Croton_lachnostachyus,Euphorbiacea,Habitat Fragmentation,SI,monoecious,invertebrate generalist,shrub,extratropical,Argentina,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P177,Pierce et al. (2018) Biodiversity and Conservation 27:891- 905,2,Female fitness; Pollination,1,Gentiana_pneumonanthe,Gentianaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Italy,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P178,Pires et al. (2014) Austral Ecology 39: 328- 336,1,Female fitness,1,Senefeldera_verticillata,Euphorbiacea,Habitat Fragmentation,SI,andromonoico,invertebrate; generalist,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P179,Pol et al. (2019) Tropical Ecology 60:462- 471,1,Female fitness,1,Ficus_adhantodifolia,Moraceae,Habitat Fragmentation,SI,monoecious,invertebrate specialist,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P180,Quesada et al. (2003) Oecologia 135:400- 406,1,Female fitness,1,Ceiba_grandiflora,Bombacaceae,Habitat Fragmentation,SI,hermaphrodite,vertebrate specialist,tree,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P181,Quesada et al. (2004) Biotropica 36:131- 138,2,Female fitness,2,Ceiba_aesculifolia; Ceiba_grandiflora,Bombacaceae,Habitat Fragmentation,SI,hermaphrodite,vertebrate specialist,tree,tropical,Mexico and Costa Rica,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P182,Quesada et al. (2013) American Journal of Botany 100:1095- 1101,1,Male fitness,1,Ceiba_aesculifolia,Bombacaceae,Habitat fragmentation,SI,hermaphrodite,vertebrate specialist,tree,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P183,Rabasa et al. (2009) Plant Ecology 200:241- 254,1,Female fitness,1,Colutea_arborescens_subsp._hispanica,Fabaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,shrub,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P184,Ramos & Santos (2006) Biotropica 38:383- 389,1,Female fitness,1,Psychotria_tenuinervis,Rubiaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,shrub,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P185,Ramos et al. (2008) Biochemical Genetics 46:88- 100,1,Male fitness,1,Psychotria_tenuinervis,Rubiaceae,Habitat fragmentation,SI,hermaphrodite,invertebrate NA,shrub,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P186,Rey et al. (2018) Plant Biology 20:1083- 1092,1,Female fitness,1,Ziziphus_lotus,Rhamnaceae,Habitat Fragmentation,NA,hermaphrodite,invertebrate generalist,tree,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P187,Ribeiro & Lovato (2004) Genetics and Molecular Biology 27: 418- 424,1,Male fitness,1,Senna_multijuga,Fabaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate; NA,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P188,Robledo-Arnuncio et al. (2004) Molecular Ecology 13:2567- 2577,1,Male fitness,1,Pinus_sylvestris,Pinaceae,Habitat fragmentation,SI,monoecious,wind NA,tree,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P189,Rocha & Aguilar (2001) Am J Bot 88:1607- 1614,2,Female fitness; Male fitness,1,Enterolobium_cyclocarpum,Fabaceae,Habitat fragmentation; Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,tree,tropical,Costa Rica,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P190,Rosas et al. (2011) Biological Conservation 144:3082- 3088,2,Male fitness,1,Swietenia_humilis,Meliaceae,Habitat fragmentation,SI,monoecious,invertebrate; generalist,tree,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P191,Rossetto et al. (2004) Biol Conserv 117:33- 39,1,Female fitness,1,Elaeocarpus_williamsianus,Elaeocarpace,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P192,Sampson & Byrne (2008) Molecular Ecology 17:2769- 2781,1,Male fitness,1,Eucalyptus_loxophleba,Myrtaceae,Habiat fragmentation,SC,hermaphrodite,invertebrate NA,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P193,Sampson et al. (2014) Heredity 112:172- 181,1,Male fitness,1,Melaleuca_quadrifida,Myrtaceae,Habiat fragmentation,SC,hermaphrodite,vertebrate specialist,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P194,Sampson et al. (2016) Ecology and Evolution 6:5867- 5880,2,Female fitness; Male fitness,1,Hakea_oldfieldii,Proteaceae,Habitat fragmentation; Habitat Fragmentation,NA; SI,monoecious; hermaphrodite,invertebrate NA,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P195,Scaccabarozzi et al. (2020) Botanical Journal of the Linnean Society 194:253- 269,2,Female fitness; Male fitness,1,Diuris_magnifica,Orchidaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P196,Schmidt & Jensen (2000) Am J Bot 87:678- 689,1,Female fitness,1,Pedicularis_palustris,Scrophulariac,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P197,Schmucki & De Blois (2009) Oecologia 160:721- 733,1,Female fitness,1,Trillium_grandiflorum,Liliaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,Canada,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P198,Seoane et al. (2005) Scientia Forestalis 69:13- 24,1,Male fitness,1,Euterpe_edulis,Arecaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate generalist,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P199,Severns (2003) Biol Conserv 110:221- 229,1,Female fitness,1,Lupinus_sulphureus,Fabaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P200,Shao et al. (2008) Journal of Integrative Plant Biology 50:1151- 1160,1,Female fitness,1,Primula_merrilliana,Primulaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,tropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P201,Silva et al. (2014) Revista de Biología Tropical 62:369- 380,1,Female fitness,1,Psychotria_hastisepala,Rubiaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate NA,shrub,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P202,Smith-Ramirez & Armesto (2003) Aus Ecol 28:53- 60,1,Female fitness,1,Embothrium_coccineum,Proteaceae,Habitat Fragmentation,SI,hermaphrodite,both generalist,tree,extratropical,Chile,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P203,Smith-Ramírez et al. (2007) Biodiversity Loss & Conservation 102- 119,1,Female fitness,1,Embothrium_coccineum,Proteaceae,Habitat Fragmentation,SI,hermaphrodite,both generalist,tree,extratropical,Chile,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P204,Somanathan & Borges (2000) Biol Conserv 94:243- 256,1,Female fitness,1,Dyospyros_montana,Ebenaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,tree,tropical,India,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P205,Sonne & Hauser (2014) Annales Botanici Fennici 51:375- 386,1,Female fitness,1,Dactylorhiza_sambucina,Orchidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Denmark,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P206,Spigler (2018) Annals of Botany 121:513- 524,1,Female fitness,1,Sabatia_angularis,Gentianaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate; generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P207,Steffan-Dewenter & Tscharntke (1996) VII International Symposium on Pollination 437 (pp. 231- 234),1,Female fitness,1,Raphanus_raphanistrum,Brassicaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P208,Steffan-Dewenter & Tscharntke (1999) Oecologia 121:432- 440,3,Female fitness,2,Raphanus_raphanistrum; Raphanus_raphanistrum_subsp._sativus,Brassicaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist; invertebrate; NA,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P209,Steffan-Dewenter et al. (2001) Proc Royal Soc London S B: Biol Sci 268:1685- 1690,1,Female fitness,1,Centaurea_jacea,Asteraceae,Agriculture,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Switzerland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P210,Sáyago et al. (2018) AoB Plants 10: ply038,2,Female fitness,2,Tillandsia_intermedia; Tillandsia_makoyana,Bromeliaceae,Habitat Fragmentation,SI,hermaphrodite,vertebrate; specialist,epiphyte,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P211,Sõber et al. (2009) Basic and Applied Ecology 10:737- 744,1,Female fitness,1,Verbascum_nigrum,Scrophulariac,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Estonia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
